Report Type,Program,Activity,Latitude,Longitude,Activity Date,Submission Date,Start Time,End Time,Length hours,Length minutes,Journal Entry,Medical Consults,Nurse Practitioner Consults,Nursing/Paramedic Consults,Conversations about health education,Allied Health,Referrals (Formal and informal),Patient Conversations,Service provider conversations,Mental health,Suicide prevention/planning,Substance use,Medication education,Patients turned away,Telehealth consults that happened at Clinic,Patient Feedback Received ,Service Provider Feedback Received ,Complete debrief,Complete all progress notes,Enter all doctor and nurse practitioner appointments,Wipe down clinic area,Shift Safety
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,1/28/2021,1/28/2021,6:10 PM,8:15 PM,2:05,125,"Great chat with a young fella who has turned his life around, loves a laugh, but remains homeless atm",0,0,1,4,0,1,3,5,1,0,1,0,0,0,They missed us,They missed us too and were glad to see us back,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/2/2021,2/2/2021,6:00 PM,8:15 PM,2:15,135,Awesome to be back with wonderful nurse Simone and Dr Monique,3,0,1,4,0,0,10,8,3,1,1,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/4/2021,2/4/2021,6:15 PM,8:15 PM,2:00,120,Very quiet night.,0,0,1,1,0,0,1,2,0,0,0,0,0,0,They love us.,We are awesome!!!!!!,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/9/2021,2/9/2021,6:00 PM,8:30 PM,2:30,150,"Awesome care by our wonderful nurse Simone, grateful to have her helping everyone in need here",0,0,1,3,0,2,4,7,2,0,1,1,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/11/2021,2/11/2021,6:15 PM,8:13 PM,1:58,118,Very quiet evening  here tonight.,0,0,0,0,0,2,2,5,0,0,0,0,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/16/2021,2/16/2021,6:00 PM,7:50 PM,1:50,110,"Printer please for Ref Cross
Wonderful Dr Monique and nurse Mark doing their magic",1,0,0,3,0,2,5,10,2,0,2,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/18/2021,2/18/2021,6:15 PM,8:30 PM,2:15,135,Nice and busy with lots conversations  with lots of young people. Great evening ,0,0,0,6,0,0,8,10,2,0,0,1,0,0,No,No,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/23/2021,2/23/2021,6:00 PM,8:10 PM,2:10,130,Grateful to have wonderful nurse Simone her to help clients,0,0,0,0,0,1,6,7,1,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,2/25/2021,2/25/2021,6:00 PM,8:30 PM,2:30,150,"Was a busy night 27 attendees to Red Cross Night Cafe, all engaged in conversation regarding Sunny Street services.",1,0,3,10,0,0,27,14,5,0,0,1,0,1,N/A,N/A,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/2/2021,3/2/2021,6:15 PM,8:30 PM,2:15,135,,2,0,5,5,0,0,11,9,4,2,2,0,0,0,Nil,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/4/2021,3/4/2021,6:00 PM,8:30 PM,2:30,150,"Night was quiet, though the interaction with clients where in-depth. ",1,0,2,3,0,0,3,8,2,0,1,1,0,1,0,Very happy with service being provided.,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/9/2021,3/9/2021,6:11 PM,8:46 PM,2:35,155,"Intense mental health issues tonight, handled well by all. ",0,0,5,7,0,2,7,9,5,2,4,5,0,0,0,2,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/11/2021,3/11/2021,6:00 PM,8:00 PM,2:00,120,,0,0,3,3,0,0,8,9,3,0,2,0,0,0,Nil,Nil,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/16/2021,3/16/2021,6:00 PM,8:30 PM,2:30,150,Night went well and without any concerns.,0,0,1,4,0,0,15,7,2,0,0,0,0,0,None Received ,None Received ,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/18/2021,3/18/2021,6:15 PM,8:30 PM,2:15,135,Caroline had a great first shift with the awesome team if Simone and Jenny.,0,0,1,3,2,2,4,6,2,0,0,2,0,0,They love us.,We are awesome!!!!!!,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/23/2021,3/23/2021,6:01 PM,8:00 PM,1:59,119,"Awesome to have Cheryl tonight, and awesome Mark
Quiet night",0,0,0,2,0,0,5,9,1,0,1,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,3/25/2021,3/25/2021,6:00 PM,8:30 PM,2:30,150,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,None,None,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,4/6/2021,4/6/2021,6:00 PM,7:45 PM,1:45,105,,0,0,1,2,0,0,3,5,1,0,0,0,0,0,Nil,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,4/8/2021,4/8/2021,6:00 PM,8:45 PM,2:45,165,Busy. Lots of new young people,0,0,3,5,0,2,7,5,0,0,0,2,0,0,No,No,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,4/13/2021,4/13/2021,6:00 PM,7:59 PM,1:59,119,Busy space but not a lot of nursing chatter. Music artists here tonight providing entertainment. Fun night. ,0,0,0,4,0,0,6,9,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,4/15/2021,4/15/2021,6:15 PM,8:15 PM,2:00,120,,0,0,0,0,0,0,4,10,0,0,0,0,0,0,Nil,No,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,4/20/2021,4/20/2021,6:15 PM,8:20 PM,2:05,125,,2,0,0,2,0,0,6,5,0,0,1,0,0,0,Nil,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Red Cross Night Cafe,-27.468969,153.023499,4/22/2021,4/22/2021,6:10 PM,8:30 PM,2:20,140,Welcome  to  Alex on his first shift.ðŸ˜Š ,0,0,4,6,0,2,8,8,1,0,0,2,0,0,No,No,Yes,Yes,Yes,Yes,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,10/30/2020,1/21/2021,10:30 AM,1:00 PM,3:30,210,,8,0,3,10,0,4,2,6,6,1,3,6,0,0,Really happy that a Doctor is available to talk,Service providers so so excited for sunny street to be involved with Set Free Care. Groups extremely excited & congratulatory to SS for starting up on the GC.,Yes,Yes,Yes,Yes,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,11/6/2020,1/21/2021,10:30 AM,1:00 PM,2:30,150,,4,0,4,4,0,3,3,6,6,1,4,6,0,0,0,,Yes,Yes,Yes,Yes,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,11/11/2020,1/21/2021,10:00 AM,1:00 PM,3:00,180,,6,0,6,11,0,6,5,4,11,0,5,9,0,0,0,,Yes,Yes,Yes,Yes,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,11/13/2020,11/13/2020,11:00 AM,1:00 PM,2:00,120,Good clinic 3 new patients ,4,0,3,5,0,3,7,3,3,0,0,4,0,0,One person very happy with our service ,0,Yes,Yes,No,No,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,11/20/2020,1/21/2021,10:30 AM,1:00 PM,2:30,150,,6,0,3,6,0,5,1,4,6,1,5,6,0,0,Really happy to be heard!,Grateful for our service,Yes,Yes,Yes,Yes,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,11/27/2020,1/21/2021,10:30 AM,1:00 PM,2:30,150,,5,0,3,5,0,5,4,4,5,1,4,5,0,0,Grateful for our team reaching out and listening!,Grateful for the SS service,Yes,Yes,Yes,Yes,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,12/4/2020,1/21/2021,10:30 AM,1:00 PM,2:30,150,,3,0,0,3,0,0,0,1,2,0,0,2,0,0,Patients sad to see the clinic cease,,Yes,Yes,Yes,Yes,5
Default,Gold Coast,Set Free Care Pop-Up Trial ,-27.966473,153.4087655,12/11/2020,1/21/2021,10:30 AM,1:00 PM,2:30,150,,4,0,0,4,0,1,1,2,4,0,1,3,0,0,0,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Suncoast Stadium ,-26.7337356,153.1231053,5/7/2020,5/7/2020,10:00 AM,12:00 PM,2:00,120,First Clinic at this venue! ,0,0,6,5,0,1,20,2,3,0,0,0,0,0,,,Yes,Yes,No,No,5
Default,Sunshine Coast,Suncoast Stadium ,-26.7337356,153.1231053,5/14/2020,5/18/2020,10:00 AM,12:05 PM,2:05,125,,4,0,4,7,0,5,7,12,3,0,3,1,0,0,Great service - want SS to be their practice,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Suncoast Stadium ,-26.7337356,153.1231053,5/28/2020,5/28/2020,10:00 AM,11:54 AM,1:54,114,"Duplication of other ss clinics on coast. Minimal patients.? Viability of continuing?
Media with gov dept of housing",0,0,1,5,0,4,5,20,2,1,1,5,0,0,Nul,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Suncoast Stadium ,-26.7337356,153.1231053,6/4/2020,6/4/2020,10:00 AM,12:30 PM,2:30,150,Unable to record patient details as no computer. Patient referred to QIHN after a discussion with Sonia,0,1,2,4,0,1,6,5,2,2,2,4,0,0,N/A,Nil,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Suncoast Stadium ,-26.7337356,153.1231053,6/11/2020,6/11/2020,10:00 AM,12:30 PM,2:30,150,,0,0,0,6,0,1,8,4,2,0,3,4,0,0,0,"Sad that its our last day, some were not aware we were volunteers ",Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,8/20/2019,8/20/2019,9:30 AM,12:19 PM,2:49,169,Thermometer battery dead,4,0,4,0,0,5,14,0,0,0,0,0,0,0,,,Yes,Yes,Yes,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,9/3/2019,9/3/2019,9:30 AM,11:45 AM,2:15,135,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,9/17/2019,9/17/2019,9:00 AM,11:30 AM,2:30,150,"Serenaded with Shakespearen language! Welcome to 2 new RNs!!
Quiet clinic. Beautiful day!! Kait looks great in her pink shirt!! ",0,0,2,0,0,1,18,0,0,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,10/1/2019,10/1/2019,9:00 AM,11:35 AM,2:35,155,Need sharps container for Tewantin. Next fortnight is 100yr anniversary of cottage and 1yr of hub. Lovely clinic. Easy and complex. Day 1 of taking over Grill'd across Queensland!!! ,0,0,4,0,0,8,20,0,0,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,10/15/2019,10/15/2019,9:00 AM,12:34 PM,3:34,214,,0,0,10,0,0,7,100,0,0,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,10/29/2019,10/29/2019,9:30 AM,12:00 PM,2:30,150,"Unsterile gauze squares
",0,0,3,0,0,2,7,0,0,0,0,0,0,0,,,Yes,Yes,No,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,11/12/2019,11/12/2019,9:30 AM,11:15 AM,1:45,105,very quiet - good conversation with the service providers :),0,0,0,0,0,0,1,3,0,1,0,0,0,0,,,Yes,No,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,11/26/2019,11/26/2019,9:29 AM,11:29 AM,2:00,120,"Need glucometer, scissors, Panadol & Neurophen ",0,0,0,0,0,1,2,1,1,0,0,0,1,0,,,Yes,Yes,No,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,12/10/2019,12/10/2019,9:30 AM,11:27 AM,1:57,117,,0,0,2,0,0,1,10,0,0,0,0,0,0,0,,,Yes,Yes,No,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,1/21/2020,1/21/2020,9:15 AM,11:28 AM,2:13,133,"Quiet clinic, HHOT, Salvation Army supported accommodation & Housing rep here today. Great opportunity for team to meet service providers. ",0,0,0,0,0,0,2,3,0,0,0,0,0,0,,,No,No,No,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,2/4/2020,2/5/2020,9:30 AM,11:40 AM,2:10,130,Contacted SCUH on behalf of Richard 02.06.1978 re waiting time on Cat II appt. They called back 05.02.20. He is to call Outpt 52022222. They are aware Richard is homeless,4,0,0,3,0,0,3,2,1,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,2/18/2020,2/18/2020,9:28 AM,11:35 AM,2:07,127,"Rotary came and are organising a safe for the laptop. They will attach it to the floor.
I was wondering about any dressings for wounds? I only had gauze. ",0,0,1,2,0,1,3,4,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,3/3/2020,3/3/2020,9:21 PM,11:39 PM,2:18,138,On my own again. Got key for safe and put computer in there. Have to get pincode. Kylie from council is following this up. Need to put pad and pens into bag next fortnight. Darcy from Mental Health (&United Synergies) helped with one patient. I had to leave so not sure how this ended up.,0,0,2,2,0,1,6,2,2,0,0,0,0,0,,,No,Yes,Yes,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,3/17/2020,3/18/2020,9:30 AM,11:30 AM,2:00,120,great Good. Quiet day presumably due to CVOID-19. gave patients education about the virus and had lots of conversations. :),2,0,0,3,0,0,7,3,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,3/31/2020,4/2/2020,9:15 AM,11:29 AM,2:14,134,Quiet session. No other providers  present. Council staff went for walk about. But no one around. ,1,0,0,2,0,1,2,2,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,4/14/2020,6/1/2020,9:30 AM,11:30 AM,2:00,120,Quiet clinic,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,4/28/2020,5/20/2020,9:30 AM,11:30 AM,2:00,120,,0,0,0,6,0,0,6,2,2,0,0,0,0,0,0,0,Yes,Yes,No,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,5/12/2020,5/12/2020,9:29 AM,11:04 AM,1:35,95,Pretty  quiet  today. Mostly  people  popping  in  for showers only. ,4,0,2,6,1,1,8,2,2,0,0,3,0,0,Nil,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,5/26/2020,5/26/2020,9:30 AM,11:30 AM,2:00,120,Personal care kits we provided to hand out. No Fluvax  given,3,0,1,4,0,2,4,3,3,0,2,2,0,0,0,3,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,6/9/2020,6/9/2020,9:30 AM,11:01 AM,1:31,91,,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,7/7/2020,7/7/2020,9:30 AM,11:01 AM,1:31,91,"Now set up at Tait Duke.
Nil patients post COVID ",0,0,0,0,0,0,1,3,0,0,0,0,0,0,Nil,Noosa council grateful for Sunny Street's return,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,8/4/2020,12/16/2020,9:30 AM,10:30 AM,1:00,60,No patients. very quiet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,9/1/2020,9/1/2020,9:30 AM,10:59 AM,1:29,89,"Still no patients 
2 buddy shifts - they were aces! ",0,0,0,0,0,0,0,9,0,0,0,0,0,0,Nil,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,9/15/2020,9/15/2020,9:30 AM,11:07 AM,1:37,97,Nil patients. Service providers motivated ,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,9/29/2020,9/29/2020,9:30 AM,11:00 AM,1:30,90,Fun to start seeing patients at the rebuilding of this clinic ,1,0,0,1,0,0,2,9,1,1,1,0,0,0,I felt better now. You'll see me again ,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,10/13/2020,10/14/2020,9:30 AM,11:00 AM,1:30,90,,2,0,2,0,0,1,5,2,1,0,2,2,0,0,0,,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,10/27/2020,12/16/2020,9:30 AM,10:29 AM,0:59,59,No patients - may take some time to restart engagement,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,11/10/2020,12/16/2020,9:30 AM,11:00 AM,1:30,90,,2,0,2,4,0,2,1,3,4,0,1,2,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,11/24/2020,12/16/2020,9:30 AM,11:31 AM,2:01,121,,4,0,4,8,0,3,1,3,6,0,2,4,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,12/8/2020,12/16/2020,9:30 AM,11:00 AM,1:30,90,,4,0,4,4,0,5,2,3,7,0,4,4,0,0,0,0,Yes,Yes,Yes,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,2/16/2021,2/16/2021,9:00 AM,11:00 PM,14:00,840,,0,0,2,2,0,0,2,0,2,0,0,2,0,0,0,0,No,No,No,No,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,3/2/2021,3/2/2021,9:00 AM,11:30 AM,2:30,150,Fantastic to work with Irene(RN). Irene appreciated having an overview of BP,0,0,1,0,0,1,2,4,0,0,0,0,0,1,0,0,No,Yes,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,3/16/2021,3/16/2021,9:00 AM,11:30 AM,2:30,150,"From the perspective of patient care it was a great shift. I had time to get to know the 2 patients and really listen to their personal stories. Both needed advice and assistance with their health needs. I learnt a lot from both patients and other service providers who shared their perspectives on the issues homeless people face. 

Unfortunately I could not access Best Practice due to a combination of connectivity issues and my lack of knowledge. This was despite the efforts of Tess to try to help me over the phone and giving me a prior rundown - some students are like that Tess! I am organizing with Tess to come into the office and make sure I am on track for next clinic. At least I now know what I don't know.

Overall it was really satisfying and I loved being there.",0,0,2,1,0,1,3,3,1,0,1,2,0,0,I was able to spend over 30 minutes with both patients and get to know them better. They both really appreciated that Sunny Street  staff take the time to listen.,The Coordinator (not sure of her name sorry) thanked Sunny Street for being there for their clients.,Yes,No,No,Yes,5
Default,Sunshine Coast,Tait Duke Cottage,-26.3974694,153.0437439,3/30/2021,3/30/2021,9:00 AM,11:15 AM,2:15,135,"Very rewarding to meet a new patient  todaywho is desperately needing medical care and a service she can trust. To have the time to really listen to her problems, identify a way forward  and connect her to a doctor - all within 48 hrs - is very satisfying. Sunny Street is doing a great job.",0,0,3,1,0,1,3,1,1,1,0,1,0,0,"New patient today has been struggling to find a service to help her resolve long term health problems. She said ""at last I am getting some help - thank you"".",0,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,10/23/2019,10/23/2019,4:15 PM,6:10 PM,1:55,115,Potential for confidentiality issues with multiple staff stations under marquee. Great response from community. Orange Sky and Rosie's. Barber service also in attendance.,0,2,10,0,0,4,26,0,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,10/30/2019,10/30/2019,4:15 PM,6:00 PM,1:45,105,"Baby scales would be awesome.
Volunteer will try to arrange some for next week. ",0,2,11,0,0,4,14,2,3,0,0,5,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,11/6/2019,11/6/2019,4:15 PM,6:20 PM,2:05,125,"Script paper required.
Potentially able to get some space from Busy at Work (Ness' employer)",0,0,9,0,0,0,24,0,0,0,4,8,0,0,,,Yes,Yes,No,No,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,11/13/2019,11/13/2019,4:15 PM,7:00 PM,2:45,165,"session_reportsm not sure of session_reportss surname so I have not entered her name as there are two of them listed. Brief orientation provided. It is awesome to have her on team.ErinI

We called QAS to transport a 15yo boy to IGH. Dehydration possibly viral or food poisoning. Whole family recently sick. Whole family homeless. Asked for Social Work consult are hospital and referred to Micah and others via Homeless Connect.

We need more T-shirts please. Erin would like a large in pink please. We also need forms for documentation. None available tonight due to Danielle not being there. Could not log in to laptop. Said no domain. I will type out our notes and email them.

Excellent night. Thank you. ",0,0,9,0,0,2,13,0,3,0,0,1,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,11/20/2019,11/20/2019,4:15 PM,7:00 PM,2:45,165,It was reported by a gentleman that comes regularly that a Sunny Street Nurse stopped at a service station in her way home. A gentleman session_reportst have enough for a bottle of milk so she bought it for him. We think it may have been Erin last week. Not all good deeds go unseen. ,0,0,5,0,0,3,19,0,3,1,1,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,11/27/2019,11/27/2019,4:15 PM,7:30 PM,3:15,195,Please see my email. Some volunteers keen to work Christmas Day and New Years Day if service available. ,0,0,10,0,0,4,13,0,3,1,1,2,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,12/4/2019,12/11/2019,4:15 PM,7:00 PM,2:45,165,,0,0,5,0,0,2,26,0,4,2,0,0,0,0,,,Yes,Yes,No,No,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,12/11/2019,12/11/2019,4:15 PM,7:00 PM,2:45,165,"It is getting critical that we find storage space and someone to set up each week. Please see message on Whats App. We desperately need waterproof dressings, letterhead for referrals, printer, script paper, gauze, thermometer covers, XL BP cuff, large T-shirts. Orange Sky are going Christmas Day and New Years Day and have asked again if we will attend with them. ",0,0,8,0,0,4,16,3,2,1,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,12/18/2019,12/18/2019,4:15 PM,7:00 PM,2:45,165,Very busy night but people very engaged and happy to wait to speak with us. Marquee kept blowing away. Need tent pegs and sandbags. Need to be sure if recommencement date and have equipment and supplies returned by then. Need local storage as a priority. ,0,0,0,0,0,5,28,5,5,1,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,1/15/2020,1/16/2020,4:15 PM,7:00 PM,2:45,165,"Two new volunteers to observe and assist prior to registration.
Maddy - Student Nurse/Medical Assistance lives in Port Macquarie. Will volunteer when local to attend prac for USQ.
Melita MacMahon - RN/Midwife/Lactation Consultant/Nurse Immuniser. Lives in Armidale but will volunteer when up I. -ld for work, ARL etc.Q
We again have no storage facilities. I will email IHF re same. This needs to be sorted ASAP.
We need a couple of stethoscopes and all kinds of dressings. Waterproof dressings a real help.
We need referral letterhead.
Instructions for laptops including passwords for each practitioner needed ASAP too please.
Thank you. ",0,0,16,0,0,3,41,3,3,2,0,2,0,0,,,Yes,Yes,No,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,1/22/2020,1/22/2020,4:15 PM,7:00 PM,2:45,165,It was great to have Dr Nova and Abbey visit tonight. Thank you for the support. We think heat and rain threat have kept people away this week. ,0,0,6,4,0,1,13,0,2,0,0,0,0,0,,,Yes,Yes,No,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,2/5/2020,2/5/2020,4:30 PM,6:16 PM,1:46,106,Was told by clinic patients that clinic had been shut down. Attempted to get in contact with other volunteers and with sunny st but due to after hours no answer. Unfortunately I was not notified so ran the clinic independently tonight with the assistance of the orange sky and rosies volunteers ,0,0,4,1,0,1,6,0,2,0,0,0,0,0,,,Yes,Yes,No,No,1
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,8/6/2019,8/6/2019,6:00 PM,8:30 PM,2:30,150,Shift went well! Busy night! Youngest patient 6 months old. ,0,0,6,0,0,0,10,0,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,8/8/2019,8/8/2019,6:30 PM,8:00 PM,1:30,90,Red Cross showed a video that includes Sunny Street - it's on the red Cross website. Good engagement today. ,0,0,6,0,0,3,8,0,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,8/13/2019,8/13/2019,6:30 PM,8:02 PM,1:32,92,,2,0,0,0,0,1,3,0,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,8/15/2019,8/15/2019,6:00 PM,8:14 PM,2:14,134,"Need restocking dressings
Garbage bags
Team feeling disheartened with long-term bagss situation ",3,1,3,0,0,2,7,0,0,0,0,0,0,0,,,Yes,Yes,Yes,No,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,8/20/2019,8/20/2019,6:20 PM,8:22 PM,2:02,122,Busy night! Not enough time for me to see all people unfortunately. Some people with increased time requirements for assistance and lengthy conversations. Enjoyable!,0,0,3,0,0,0,3,0,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,8/22/2019,8/22/2019,6:00 PM,8:01 PM,2:01,121,Bigger gloves. Quiet night! ,3,1,1,0,0,3,6,0,0,0,0,0,0,0,,,Yes,No,Yes,Yes,5
Default,Brisbane,Telehealth Clinic,-27.3812533,152.7130155,8/27/2019,8/27/2019,6:25 PM,8:19 PM,1:54,114,BGL kit missing. Consider antibacterial wipes in kits. Good conversations. ,0,0,3,0,0,0,3,0,0,0,0,0,0,0,,,Yes,Yes,Yes,Yes,5
