Barcode,File Name,Year,Period,Slaves,Slave Name,Middle Name,Surname,Alias,Gender,Age,Physical Description,Spouse's Name,Child(ren),Parent(s),Enslaver_Buyer,Enslaver's Alias,"Prior Enslaver's Name, if applicable / Trafficker",Locality,Source
7741628,_0006_0016_0001-0002,1844,1841-1860,1,Overton,,,,M,,,,,,Allen S Wyllie,,John D Bolling,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0016_0001-0002,1844,1841-1860,1,Unidentified,,,,Unknown,,,,,Peggy,Allen S Wyllie,,John D Bolling,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0016_0001-0002,1844,1841-1860,1,Unidentified,,,,Unknown,,,,,Mary,Allen S Wyllie,,John D Bolling,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0016_0001-0002,1844,1841-1860,1,Unidentified,,,,Unknown,,,,,Mary,Allen S Wyllie,,John D Bolling,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0016_0001-0002,1844,1841-1860,1,Unidentified,,,,Unknown,,,,,Mary,Allen S Wyllie,,John D Bolling,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Sucky,,,,F,,,,,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Patty,,,,F,,,,,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Dilcy,,,,F,,,,,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Jane,,,,F,,,,Mily; Julia; Caroline; Rily,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Diana,,,,F,,,,,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Peter,,,,M,,,,,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Davy,,,,M,,,,,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Charles,,,,M,,,,,,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Mily,,,,Unknown,,,,,Jane,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Julia,,,,Unknown,,,,,Jane,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Caroline,,,,Unknown,,,,,Jane,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0019_0001-0002,1844,1841-1860,1,Rily,,,,Unknown,,,,,Jane,Giles B Portwood,,Milton S Fore,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0018_0001-0003,1844,1841-1860,1,Dolly,,,,F,,,,,,John H Wade,,John D Alexander; Joshua Flagg,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0018_0001-0003,1844,1841-1860,1,Lizza,,,,F,,,,,,John H Wade,,John D Alexander; Joshua Flagg,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0018_0001-0003,1844,1841-1860,1,Parthena,,,,F,,,,,,John H Wade,,John D Alexander; Joshua Flagg,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0017_0001-0002,1844,1841-1860,1,Emanda,,,,F,,,,,,John W Stratton,,Christine F Johnson,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0020_0001-0002,1845,1841-1860,1,Henry,,,,Unknown,,,,,,Ezekiel Horner,,John M Otey; Richard G Morriss,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0020_0001-0002,1845,1841-1860,1,Frederich,,,,Unknown,,,,,,Ezekiel Horner,,John M Otey; Richard G Morriss,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0020_0001-0002,1845,1841-1860,1,Katey,,,,Unknown,,,,,,Ezekiel Horner,,John M Otey; Richard G Morriss,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,Sophia,,,,F,,,,,,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,Ann,,,,F,,,,Margaret; Jane,,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,Susan,,,,F,,,,,,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,America,,,,F,,,,,,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,Dennis,,,,M,,,,,,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,Jim,,,,M,,,,,,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,Margaret,,,,Unknown,,,,,Ann,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0006_0021_0001-0002,1845,1841-1860,1,Jane,,,,Unknown,,,,,Ann,William A Clement; Adam Clement,,Charles D Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1119722,_0005_0002_0001-0002,1845,1841-1860,1,Henry,,Joyner,,M,4,,,,Eglantine Joyner,William Babb,,Eglantine Joyner,Southampton County,"Southampton County (Va.) Free Negro and Slave Records, 1754-1860"
1147037,_0004_0015_0001-0002,1847,1841-1860,1,Celia,,,,F,,,,,,Ellison Houchins,,John T. Mullins,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0015_0001-0002,1847,1841-1860,1,Wesley,,,,Unknown,,,,,,Ellison Houchins,,John T Mullins,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0015_0001-0002,1847,1841-1860,1,George,,,,Unknown,,,,,,Ellison Houchins,,John T Mullins,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
7741628,_0007_0003_0001-0002,1847,1841-1860,1,Marian,,,,Unknown,10,,,,,Elvira B Irvine; Patrick Irvine; Jesse Irvine,,James Bruce,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0003_0001-0002,1847,1841-1860,1,Killy,,,,Unknown,12,,,,,Elvira B Irvine; Patrick Irvine; Jesse Irvine,,James Bruce,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0001_0001-0004,1847,1841-1860,1,Delphia,,,,Unknown,,,,,,Henry Ward's Legatees,,William J McElhiney,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0001_0001-0004,1847,1841-1860,1,Mary,,,,Unknown,,,,,,Henry Ward's Legatees,,William J McElhiney,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0001_0001-0004,1847,1841-1860,1,Charles,,,,Unknown,,,,,,Henry Ward's Legatees,,William J McElhiney,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0001_0001-0004,1847,1841-1860,1,Delia,,,,Unknown,,,,,,Henry Ward's Legatees,,William J McElhiney,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0002_0001-0004,1847,1841-1860,1,Catherine,,,,F,,,,Sarah Ann; Norman,,James S Clator; George W Turner,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0002_0001-0004,1847,1841-1860,1,Anderson,,,,M,,,,,,James S Clator; George W Turner,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0002_0001-0004,1847,1841-1860,1,Jack,,,,M,,,,,,James S Clator; George W Turner,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0002_0001-0004,1847,1841-1860,1,Claiborne,,,,M,,,,,,James S Clator; George W Turner,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0002_0001-0004,1847,1841-1860,1,Sarah,Ann,,,Unknown,,,,,Catherine,James S Clator; George W Turner,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0002_0001-0004,1847,1841-1860,1,Norman,,,,Unknown,,,,,Catherine,James S Clator; George W Turner,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0004_0001-0002,1847,1841-1860,1,Unidentified,,,,Unknown,,,,,,Robert W Scott,,Blanche G Scott; William E Scott,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0008_0001-0004,1848,1841-1860,1,Beckey,,,,F,,,,,,Alexander M Lewis,,Martha R Jordan; Virginia F Walrond; Robert L Walrond,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0006_0001-0003,1848,1841-1860,1,Catharine,,,,F,,,,unidentified; unidentified,,James L Claytor; Charles R Slaugher; James L Brown; John D Murrell,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0006_0001-0003,1848,1841-1860,1,Fanny,,,,F,,,,,,James L Claytor; Charles R Slaugher; James L Brown; John D Murrell,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0006_0001-0003,1848,1841-1860,1,Anderson,,,,M,,,,,,James L Claytor; Charles R Slaugher; James L Brown; John D Murrell,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0006_0001-0003,1848,1841-1860,1,Jack,,,,M,,,,,,James L Claytor; Charles R Slaugher; James L Brown; John D Murrell,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0006_0001-0003,1848,1841-1860,1,Claiborne,,,,M,,,,,,James L Claytor; Charles R Slaugher; James L Brown; John D Murrell,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0006_0001-0003,1848,1841-1860,1,Unidentified,,,,Unknown,,,,,Catharine,James L Claytor; Charles R Slaugher; James L Brown; John D Murrell,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0006_0001-0003,1848,1841-1860,1,Unidentified,,,,Unknown,,,,,Catharine,James L Claytor; Charles R Slaugher; James L Brown; John D Murrell,,Henry J Brown,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0007_0001-0002,1848,1841-1860,1,Unidentified,,,,F,20,,,,,John A Alexander; Ann B Finch,,Samuel D McDearman,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0005_0001-0004,1848,1841-1860,1,Milly,,,,F,,,,,,John P Minton; Poindexter Brown,,Susan Minton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0005_0001-0004,1848,1841-1860,1,Lucy,,,,F,,,,,,John P Minton; Poindexter Brown,,Susan Minton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0005_0001-0004,1848,1841-1860,1,Lindsey,,,,M,,,,,,John P Minton; Poindexter Brown,,Susan Minton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0005_0001-0004,1848,1841-1860,1,William,,,,M,,,,,,John P Minton; Poindexter Brown,,Susan Minton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0005_0001-0004,1848,1841-1860,1,Joe,,,,M,,,,,,John P Minton; Poindexter Brown,,Susan Minton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0005_0001-0004,1848,1841-1860,1,Lewis,,,,M,,,,,,John P Minton; Poindexter Brown,,Susan Minton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0005_0001-0004,1848,1841-1860,1,Unidentified,,,,Unknown,,,,,,John P Minton; Poindexter Brown,,Susan Minton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0010_0001-0004,1849,1841-1860,1,Ellick,,,,M,,,,,,Abner Anthony Jr; Grief Miller,,Richard H Lee,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0014_0001-0003,1849,1841-1860,1,Ailsy,,,,F,,,,,,Edward Bolling,,William W Mathews,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0014_0001-0003,1849,1841-1860,1,Isaac,,,,M,,,,,,Edward Bolling,,William W Mathews,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0014_0001-0003,1849,1841-1860,1,Morris,,,,M,,,,,,Edward Bolling,,William W Mathews,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0014_0001-0003,1849,1841-1860,1,Unidentified,,,,M,,,,,,Edward Bolling,,William W Mathews,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0013_0001-0002,1849,1841-1860,1,Nancy,,,,F,,,,,Nancy,"Hector Harris, Trustee of Elizabeth Jenks",,Gerald Alexander,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0013_0001-0002,1849,1841-1860,1,Bary,,,,M,,,,,,"Hector Harris, Trustee of Elizabeth Jenks",,Gerald Alexander,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0015_0001-0004,1849,1841-1860,1,Catharine,,,,F,,,,unidentified; unidentified,,Henry J Brown; James L Brown; John D Murrell,,James L Claytor; Charles R Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0015_0001-0004,1849,1841-1860,1,Fanny,,,,F,,,,,,Henry J Brown; James L Brown; John D Murrell,,James L Claytor; Charles R Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0015_0001-0004,1849,1841-1860,1,Anderson,,,,M,,,,,,Henry J Brown; James L Brown; John D Murrell,,James L Claytor; Charles R Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0015_0001-0004,1849,1841-1860,1,Jack,,,,M,,,,,,Henry J Brown; James L Brown; John D Murrell,,James L Claytor; Charles R Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0015_0001-0004,1849,1841-1860,1,Claiborne,,,,M,,,,,,Henry J Brown; James L Brown; John D Murrell,,James L Claytor; Charles R Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0015_0001-0004,1849,1841-1860,1,Unidentified,,,,Unknown,,,,,Catharine,Henry J Brown; James L Brown; John D Murrell,,James L Claytor; Charles R Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0015_0001-0004,1849,1841-1860,1,Unidentified,,,,Unknown,,,,,Catharine,Henry J Brown; James L Brown; John D Murrell,,James L Claytor; Charles R Slaughter,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0016_0001-0002,1849,1841-1860,1,Biddy,,,,F,,,,unidentified; unidentified,,J C Moorman,,Thomas J Arrington's Trustee,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0016_0001-0002,1849,1841-1860,1,Unidentified,,,,Unknown,,,,,Biddy,J C Moorman,,Thomas J Arrington's Trustee,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0016_0001-0002,1849,1841-1860,1,Unidentified,,,,Unknown,,,,,Biddy,J C Moorman,,Thomas J Arrington's Trustee,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Matilda,,,,Unknown,,,,,,J H Smith,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Celia,,,,Unknown,,,,Malinda; Malissa,,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Malinda,,,,Unknown,,,,,Celia,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Malissa,,,,Unknown,,,,,Celia,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Susan,,,,Unknown,,,,Judy; Ann Eliza,,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Judy,,,,Unknown,,,,,Susan,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Ann,Eliza,,,Unknown,,,,,Susan,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Tiller,,,,Unknown,,,,,,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Charles,,,,Unknown,,,,,,James Cobbs,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0009_0001-0002,1849,1841-1860,1,Edney,,,,Unknown,,,,,,Martha J Swinney,,John Rosser Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0009_0001-0002,1849,1841-1860,1,Maria,,,,Unknown,,,,,,Martha J Swinney,,John Rosser Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0009_0001-0002,1849,1841-1860,1,Henry,,,,Unknown,,,,,,Martha J Swinney,,John Rosser Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0009_0001-0002,1849,1841-1860,1,George,,,,Unknown,,,,,,Martha J Swinney,,John Rosser Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0009_0001-0002,1849,1841-1860,1,Bruton,,,,Unknown,,,,,,Martha J Swinney,,John Rosser Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0009_0001-0002,1849,1841-1860,1,Rosalie,,,,Unknown,,,,,,Martha J Swinney,,John Rosser Jr,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Vicey,,,,Unknown,,,,,,Robert E Withers,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0011_0001-0002,1849,1841-1860,1,Alick,,,,M,8,,,,,Robert R Hargrove; Mary E Hargrove,,Susan Hargrove,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Mariah,,,,Unknown,,,,,,Robert Ward,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Louisa,,,,Unknown,,,,,,Robert Ward,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Milley,,,,Unknown,,,,,,Robert Ward,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Glenn,,,,Unknown,,,,,,Robert Ward,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Abram,,,,Unknown,,,,,,Unknown,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Harriett,,,,Unknown,,,,,,Unknown,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0012_0001-0002,1849,1841-1860,1,Anderson,,,,Unknown,,,,,,Unknown,,Trustee of John Rosser Dec'd,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0017_0001-0004,1850,1841-1860,1,Jack,,,,M,6,,,,,Gilbert Hayth; Emaline Pettersen,,William Hayth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1147037,_0004_0016_0001-0002,1850,1841-1860,1,Robert,,,,M,,,,,,Pleasant Turner,,"Estate of Thomas B. Gay, deceased",Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0016_0001-0002,1850,1841-1860,1,Ann,,,,F,,,,,,Pleasant Turner,,Estate of Thomas B Gay deceased,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
1147037,_0004_0016_0001-0002,1850,1841-1860,1,William,,,,M,,,,,,Pleasant Turner,,Estate of Thomas B Gay deceased,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
7741628,_0007_0018_0001-0002,1850,1841-1860,1,Sally,,,,F,,,,Betty; Lewis,,William J Tynes; Ednis D Tynes; Virginia Tynes; Aley C Tynes; Mary C Tynes,,Peyton Tynes,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0018_0001-0002,1850,1841-1860,1,Lee,,,,Unknown,,,,,,William J Tynes; Ednis D Tynes; Virginia Tynes; Aley C Tynes; Mary C Tynes,,Peyton Tynes,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0018_0001-0002,1850,1841-1860,1,Betty,,,,Unknown,,,,,Sally,William J Tynes; Ednis D Tynes; Virginia Tynes; Aley C Tynes; Mary C Tynes,,Peyton Tynes,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0018_0001-0002,1850,1841-1860,1,Lewis,,,,Unknown,,,,,Sally,William J Tynes; Ednis D Tynes; Virginia Tynes; Aley C Tynes; Mary C Tynes,,Peyton Tynes,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0019_0001-0003,1851,1841-1860,1,Caroline,,,,F,,,,,,T B Johnson,,William P Hayth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0019_0001-0003,1851,1841-1860,1,Eliza,,,,F,,,,Charles; Alonzo,,William A Shands,,William P Hayth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0019_0001-0003,1851,1841-1860,1,Charles,,,,Unknown,,,,,Eliza,William A Shands,,William P Hayth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0019_0001-0003,1851,1841-1860,1,Alonzo,,,,Unknown,,,,,Eliza,William A Shands,,William P Hayth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0019_0001-0003,1851,1841-1860,1,Richmond,,,,M,,,,,,William P Hayth,,William P Hayth,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0022_0001-0002,1852,1841-1860,1,Francis,,,,F,,,,,Esther,Amanda J Gilliam,,Amanda M Jones,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0021_0001-0004,1852,1841-1860,1,Unidentified,,,,Unknown,,,,,,Bridget Carson; John A Shearer; Letitia E M Sherer; James M Carson; Thomas F Carson; Moses Carson,,Thomas H Franklin,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0020_0001-0004,1852,1841-1860,1,James,,,,M,15,,,,,William H Tardy; Samuel C Tardy,,Alexander Frazier,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0007_0020_0001-0004,1852,1841-1860,1,Judith,,,,F,16,,,,,William H Tardy; Samuel C Tardy,,Alexander Frazier,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0001_0001-0003,1853,1841-1860,1,Matilda,,,,F,15,,,,,Hector Harris,,Gerald Alexander,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1133868,_0002_0014_0001-0004,1853,1841-1860,1,Unknown,,,,Unknown,,,,,,Richard Norris,,William O Norris; Sally Stott deceased; Richard Norris; etc,Lancaster County,"Lancaster County (Va.) Free Negro and Slave Records, 1751-1861"
7741628,_0008_0002_0001-0004,1854,1841-1860,1,Rebecka,,,,F,5,,,,,Robert Hunter,,William H Horton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0002_0001-0004,1854,1841-1860,1,Caty,,,,F,13,,,,,Robert Hunter,,William H Horton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0002_0001-0004,1854,1841-1860,1,Louisa,,,,F,,,,Idol,,Robert Hunter,,William H Horton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0002_0001-0004,1854,1841-1860,1,Idol,,,,Unknown,,,,,Louisa,Robert Hunter,,William H Horton,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0003_0001-0002,1854,1841-1860,1,Milly,,,,F,,,,Elizabeth; Lucy; Mack; Henry; Luther,,Susan E N Clark,,Paulett Clark,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0003_0001-0002,1854,1841-1860,1,Elizabeth,,,,Unknown,,,,,Milly,Susan E N Clark,,Paulett Clark,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0003_0001-0002,1854,1841-1860,1,Lucy,,,,Unknown,,,,,Milly,Susan E N Clark,,Paulett Clark,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0003_0001-0002,1854,1841-1860,1,Mack,,,,Unknown,,,,,Milly,Susan E N Clark,,Paulett Clark,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0003_0001-0002,1854,1841-1860,1,Henry,,,,Unknown,,,,,Milly,Susan E N Clark,,Paulett Clark,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
7741628,_0008_0003_0001-0002,1854,1841-1860,1,Luther,,,,Unknown,,,,,Milly,Susan E N Clark,,Paulett Clark,Campbell County,"Campbell County (Va.) Deeds, 1783-1873"
1147037,_0004_0017_0001-0006,1854,1841-1860,1,Virginia,,,,F,,,,,Hannah,Thomas W Herndon; Wilson M Houchins,,Thomas M Herndon,Goochland County,"Goochland County (Va.) Free Negro and Slave Records, 1726-1867"
