name_location,website,boro,address_area,latitude,longitude,type,color,hov_txt
Brooklyn War Memorial,,Brooklyn,Brooklyn War Memorial,40.696536,-73.990675,public recycling bin,#824100,public recycling bin<br>Name: Brooklyn War Memorial<br>Address: Brooklyn War Memorial
Brower,,Brooklyn,Park Pl Btwn Brooklyn Ave & Kingston Ave,40.673811,-73.943717,public recycling bin,#824100,public recycling bin<br>Name: Brower<br>Address: Park Pl Btwn Brooklyn Ave & Kingston Ave
Brownsville Rec Ctr,,Brooklyn,1555 Linden Blvd,40.656762,-73.90247,public recycling bin,#824100,public recycling bin<br>Name: Brownsville Rec Ctr<br>Address: 1555 Linden Blvd
Bushwick Inlet Field,,Brooklyn,Bushwick Inlet Park,40.722315,-73.961527,public recycling bin,#824100,public recycling bin<br>Name: Bushwick Inlet Field<br>Address: Bushwick Inlet Park
Cadman Plaza,,Brooklyn,Brooklyn War Memorial,40.697327,-73.990337,public recycling bin,#824100,public recycling bin<br>Name: Cadman Plaza<br>Address: Brooklyn War Memorial
Cadman Plaza,,Brooklyn,Korean War Veterans Plaze,40.695873,-73.990218,public recycling bin,#824100,public recycling bin<br>Name: Cadman Plaza<br>Address: Korean War Veterans Plaze
Carroll Park,,Brooklyn,Carroll St,40.680946,-73.995481,public recycling bin,#824100,public recycling bin<br>Name: Carroll Park<br>Address: Carroll St
Carroll Park,,Brooklyn,President St,40.681307,-73.995212,public recycling bin,#824100,public recycling bin<br>Name: Carroll Park<br>Address: President St
City Line Park,,Brooklyn,Fountain Ave,40.679442,-73.876233,public recycling bin,#824100,public recycling bin<br>Name: City Line Park<br>Address: Fountain Ave
Cobble hill park,,Brooklyn,Clinton St Btwn Congress St & Verandah Pl,40.68829,-73.996136,public recycling bin,#824100,public recycling bin<br>Name: Cobble hill park<br>Address: Clinton St Btwn Congress St & Verandah Pl
Columbus Park,,Brooklyn,Columbus Park,40.694143,-73.989791,public recycling bin,#824100,public recycling bin<br>Name: Columbus Park<br>Address: Columbus Park
Commodore Berry,,Brooklyn,Commodore Berry,40.697793,-73.978653,public recycling bin,#824100,public recycling bin<br>Name: Commodore Berry<br>Address: Commodore Berry
Cuyler Gore Park,,Brooklyn,Greene Ave,40.685861,-73.972638,public recycling bin,#824100,public recycling bin<br>Name: Cuyler Gore Park<br>Address: Greene Ave
David Marcus Plgd,,Brooklyn,Avenue P Btwn 4 St & 5 St,40.610033,-73.96952,public recycling bin,#824100,public recycling bin<br>Name: David Marcus Plgd<br>Address: Avenue P Btwn 4 St & 5 St
Dumbo Brooklyn Heights,,Brooklyn,Church Ave & Flatbush Ave,40.65021,-73.958798,public recycling bin,#824100,public recycling bin<br>Name: Dumbo Brooklyn Heights<br>Address: Church Ave & Flatbush Ave
FAB,,Brooklyn,Fulton St & Lafayette/Greene/S Oxford,40.687093,-73.976238,public recycling bin,#824100,public recycling bin<br>Name: FAB<br>Address: Fulton St & Lafayette/Greene/S Oxford
FAB,,Brooklyn,Putnam Triangle,40.682556,-73.961975,public recycling bin,#824100,public recycling bin<br>Name: FAB<br>Address: Putnam Triangle
FAB ,,Brooklyn,Fulton & Lafayette ,40.687072,-73.976557,public recycling bin,#824100,public recycling bin<br>Name: FAB <br>Address: Fulton & Lafayette 
FAB ,,Brooklyn,Lafayette & South Portland Ave,40.687208,-73.974621,public recycling bin,#824100,public recycling bin<br>Name: FAB <br>Address: Lafayette & South Portland Ave
Fort Greene ,,Brooklyn,Washington Park & Dekalb Ave,40.689818,-73.9732,public recycling bin,#824100,public recycling bin<br>Name: Fort Greene <br>Address: Washington Park & Dekalb Ave
Fort Hamilton Sr. Center,,Brooklyn,9941 Fort Hamilton Pkwy,40.613322,-74.030067,public recycling bin,#824100,public recycling bin<br>Name: Fort Hamilton Sr. Center<br>Address: 9941 Fort Hamilton Pkwy
Good Shepheard's Community Group,,Brooklyn,555-557 Shepherd Ave.,40.67073271,-73.87967557,public recycling bin,#824100,public recycling bin<br>Name: Good Shepheard's Community Group<br>Address: 555-557 Shepherd Ave.
Gregory's Garden (P.S. 158 Memorial Garden,,Brooklyn,"444,448 Warwich Avenue",40.672659,-73.885742,public recycling bin,#824100,"public recycling bin<br>Name: Gregory's Garden (P.S. 158 Memorial Garden<br>Address: 444,448 Warwich Avenue"
Hands  & Hearts(New Lots Urban Farm),,Brooklyn,New Lots Ave at Alabama Avenue,40.66101,-73.895627,public recycling bin,#824100,public recycling bin<br>Name: Hands  & Hearts(New Lots Urban Farm)<br>Address: New Lots Ave at Alabama Avenue
Harry Chapin Plgd,,Brooklyn,Hillside Park,40.700784,-73.995146,public recycling bin,#824100,public recycling bin<br>Name: Harry Chapin Plgd<br>Address: Hillside Park
Herbal Garden,,Brooklyn,582-590 Glenmore Ave.,40.674221,-73.888573,public recycling bin,#824100,public recycling bin<br>Name: Herbal Garden<br>Address: 582-590 Glenmore Ave.
JJ Byrne,,Brooklyn,4 St Btwn 4 Ave & 5 Ave,40.67269,-73.984796,public recycling bin,#824100,public recycling bin<br>Name: JJ Byrne<br>Address: 4 St Btwn 4 Ave & 5 Ave
JJ Byrne,,Brooklyn,4 St Btwn 4 Ave & 5 Ave,40.673262,-73.984332,public recycling bin,#824100,public recycling bin<br>Name: JJ Byrne<br>Address: 4 St Btwn 4 Ave & 5 Ave
Kaiser ,,Brooklyn,Neptune Ave,40.578225,-73.994834,public recycling bin,#824100,public recycling bin<br>Name: Kaiser <br>Address: Neptune Ave
Kelly,,Brooklyn,Kelly Memorial Playground,40.603519,-73.957375,public recycling bin,#824100,public recycling bin<br>Name: Kelly<br>Address: Kelly Memorial Playground
Korean War Vet ,,Brooklyn,Cadman Plaza,40.695719,-73.990256,public recycling bin,#824100,public recycling bin<br>Name: Korean War Vet <br>Address: Cadman Plaza
Manhattan Beach +BBQ,,Brooklyn,Oriental Blvd,40.577672,-73.944616,public recycling bin,#824100,public recycling bin<br>Name: Manhattan Beach +BBQ<br>Address: Oriental Blvd
Manhattan Beach +BBQ,,Brooklyn,Oriental Blvd,40.577211,-73.946587,public recycling bin,#824100,public recycling bin<br>Name: Manhattan Beach +BBQ<br>Address: Oriental Blvd
Marine Park ,,Brooklyn,Marine Park,40.604085,-73.930703,public recycling bin,#824100,public recycling bin<br>Name: Marine Park <br>Address: Marine Park
McCarren Park ,,Brooklyn,Bedford Ave ,40.721612,-73.953668,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: Bedford Ave 
McCarren Park ,,Brooklyn,Bedford Ave ,40.721535,-73.954114,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: Bedford Ave 
McCarren Park ,,Brooklyn,Bedford Ave ,40.72173,-73.953298,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: Bedford Ave 
McCarren Park ,,Brooklyn,Berry St,40.721933,-73.955283,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: Berry St
McCarren Park ,,Brooklyn,Driggs Ave,40.720622,-73.952488,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: Driggs Ave
McCarren Park ,,Brooklyn,Driggs Ave & Lorimer St,40.721653,-73.950305,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: Driggs Ave & Lorimer St
McCarren Park ,,Brooklyn,McCarren Park,40.719973,-73.952215,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: McCarren Park
McCarren Park ,,Brooklyn,N 12 St,40.721075,-73.955512,public recycling bin,#824100,public recycling bin<br>Name: McCarren Park <br>Address: N 12 St
McGorlick Park,,Brooklyn,McGorlick Park,40.724446,-73.943326,public recycling bin,#824100,public recycling bin<br>Name: McGorlick Park<br>Address: McGorlick Park
Metropolitan Rec Ctr ,,Brooklyn,261 Bedford Ave,40.715086,-73.960546,public recycling bin,#824100,public recycling bin<br>Name: Metropolitan Rec Ctr <br>Address: 261 Bedford Ave
Metrotech,,Brooklyn,Willoughby St & Bridge St,40.692165,-73.985247,public recycling bin,#824100,public recycling bin<br>Name: Metrotech<br>Address: Willoughby St & Bridge St
Mt. Prospect plgd,,Brooklyn,Mt. Prospect Park,40.67207,-73.96598,public recycling bin,#824100,public recycling bin<br>Name: Mt. Prospect plgd<br>Address: Mt. Prospect Park
Myrtle Ave BID,,Brooklyn,Myrtle Ave & Adelphi St,40.693222,-73.971887,public recycling bin,#824100,public recycling bin<br>Name: Myrtle Ave BID<br>Address: Myrtle Ave & Adelphi St
Myrtle Ave BID,,Brooklyn,Myrtle Ave & Ashland Pl,40.693473,-73.979168,public recycling bin,#824100,public recycling bin<br>Name: Myrtle Ave BID<br>Address: Myrtle Ave & Ashland Pl
Myrtle Ave BID,,Brooklyn,Myrtle Ave & Clinton Ave,40.693127,-73.96879,public recycling bin,#824100,public recycling bin<br>Name: Myrtle Ave BID<br>Address: Myrtle Ave & Clinton Ave
Myrtle Ave BID,,Brooklyn,Myrtle Ave & Hall St,40.693456,-73.965908,public recycling bin,#824100,public recycling bin<br>Name: Myrtle Ave BID<br>Address: Myrtle Ave & Hall St
N. 5th St. pier,,Brooklyn,N. 5th St. pier,40.720628,-73.965524,public recycling bin,#824100,public recycling bin<br>Name: N. 5th St. pier<br>Address: N. 5th St. pier
New Vision Garden,,Brooklyn,590-594 Schenck Avenue,40.6659,-73.887172,public recycling bin,#824100,public recycling bin<br>Name: New Vision Garden<br>Address: 590-594 Schenck Avenue
Owl's Head,,Brooklyn,Owl's Head,40.639285,-74.031909,public recycling bin,#824100,public recycling bin<br>Name: Owl's Head<br>Address: Owl's Head
Palato plgd,,Brooklyn,Manhattan Beach Park,40.577492,-73.946325,public recycling bin,#824100,public recycling bin<br>Name: Palato plgd<br>Address: Manhattan Beach Park
Park Slope,,Brooklyn,7 Ave & 6 St,40.668797,-73.980144,public recycling bin,#824100,public recycling bin<br>Name: Park Slope<br>Address: 7 Ave & 6 St
Park Slope Playground ,,Brooklyn,Berkeley Lincoln Playground ,40.676639,-73.978903,public recycling bin,#824100,public recycling bin<br>Name: Park Slope Playground <br>Address: Berkeley Lincoln Playground 
Pierrepont Park,,Brooklyn,Pierrepon St,40.696389,-73.99734,public recycling bin,#824100,public recycling bin<br>Name: Pierrepont Park<br>Address: Pierrepon St
Prospect Park ,,Brooklyn,Ocean Ave,40.660478,-73.963187,public recycling bin,#824100,public recycling bin<br>Name: Prospect Park <br>Address: Ocean Ave
Prospect Park ,,Brooklyn,Ocean Ave,40.655183,-73.962214,public recycling bin,#824100,public recycling bin<br>Name: Prospect Park <br>Address: Ocean Ave
Prospect Park ,,Brooklyn,Prospect Park West,40.664608,-73.976666,public recycling bin,#824100,public recycling bin<br>Name: Prospect Park <br>Address: Prospect Park West
Prospect Park ,,Brooklyn,Prospect Park West,40.66132,-73.979593,public recycling bin,#824100,public recycling bin<br>Name: Prospect Park <br>Address: Prospect Park West
Red Gate Garden,,Brooklyn,604 Marcy Avenue,40.693761,-73.948972,public recycling bin,#824100,public recycling bin<br>Name: Red Gate Garden<br>Address: 604 Marcy Avenue
Red Hook Park,,Brooklyn,Red Hook Park,40.677265,-74.008353,public recycling bin,#824100,public recycling bin<br>Name: Red Hook Park<br>Address: Red Hook Park
Salt marsh,,Brooklyn,3301 Avenue U,40.604374,-73.930741,public recycling bin,#824100,public recycling bin<br>Name: Salt marsh<br>Address: 3301 Avenue U
Shore Road Plgd,,Brooklyn,Shore Rd Park,40.617506,-74.040033,public recycling bin,#824100,public recycling bin<br>Name: Shore Road Plgd<br>Address: Shore Rd Park
South Oxport ,,Brooklyn,Oxport Playground,40.697746,-73.976199,public recycling bin,#824100,public recycling bin<br>Name: South Oxport <br>Address: Oxport Playground
Squibb Park,,Brooklyn,Btwn Furman St & Columbia Heights,40.701079,-73.995307,public recycling bin,#824100,public recycling bin<br>Name: Squibb Park<br>Address: Btwn Furman St & Columbia Heights
St. John Cantius,,Brooklyn,476-484 New Jersey Avenue,40.667491,-73.89384,public recycling bin,#824100,public recycling bin<br>Name: St. John Cantius<br>Address: 476-484 New Jersey Avenue
St. John's ,,Brooklyn,St. John's Park,40.673754,-73.934855,public recycling bin,#824100,public recycling bin<br>Name: St. John's <br>Address: St. John's Park
St. Nicholas-Olive Street Garden,,Brooklyn,21-25 Olive Street ,40.713316,-73.938974,public recycling bin,#824100,public recycling bin<br>Name: St. Nicholas-Olive Street Garden<br>Address: 21-25 Olive Street 
Starret City,,Brooklyn,1344 Pennsylvania Avenue,40.650143,-73.884372,public recycling bin,#824100,public recycling bin<br>Name: Starret City<br>Address: 1344 Pennsylvania Avenue
Sternberg Park,,Brooklyn,Boerum St,40.705616,-73.947172,public recycling bin,#824100,public recycling bin<br>Name: Sternberg Park<br>Address: Boerum St
Sternberg Park,,Brooklyn,Lorimer St,40.706315,-73.948025,public recycling bin,#824100,public recycling bin<br>Name: Sternberg Park<br>Address: Lorimer St
Sunset Park,,Brooklyn,5 Ave & 44 St,40.648468,-74.006771,public recycling bin,#824100,public recycling bin<br>Name: Sunset Park<br>Address: 5 Ave & 44 St
Ten Eyck Houses,,Brooklyn,15-17 Ten Eyck Street,40.709648,-73.950166,public recycling bin,#824100,public recycling bin<br>Name: Ten Eyck Houses<br>Address: 15-17 Ten Eyck Street
"Triple Relaxation, Reflection, Revenue (Victoria Garden)",,Brooklyn,613 Hendrix Street ,40.666548,-73.887691,public recycling bin,#824100,"public recycling bin<br>Name: Triple Relaxation, Reflection, Revenue (Victoria Garden)<br>Address: 613 Hendrix Street "
UCC Youth Farm-East New York Farms,,Brooklyn,613 Schenck Avenue ,40.665324,-73.886769,public recycling bin,#824100,public recycling bin<br>Name: UCC Youth Farm-East New York Farms<br>Address: 613 Schenck Avenue 
Underhill Playground,,Brooklyn,Underhill Ave & Prospect Pl,40.676766,-73.965902,public recycling bin,#824100,public recycling bin<br>Name: Underhill Playground<br>Address: Underhill Ave & Prospect Pl
Underwood Playground,,Brooklyn,Underwood Park,40.688204,-73.966559,public recycling bin,#824100,public recycling bin<br>Name: Underwood Playground<br>Address: Underwood Park
Upon the Rock,,Brooklyn,2556 Pitkin Avenue.,40.674329,-73.877867,public recycling bin,#824100,public recycling bin<br>Name: Upon the Rock<br>Address: 2556 Pitkin Avenue.
Vernon (Throop Avenue Block Assoc.),,Brooklyn,253 Throop Avenue,40.695221,-73.943264,public recycling bin,#824100,public recycling bin<br>Name: Vernon (Throop Avenue Block Assoc.)<br>Address: 253 Throop Avenue
Welcome Home,,Brooklyn,681 Halsey Street,40.684658,-73.925222,public recycling bin,#824100,public recycling bin<br>Name: Welcome Home<br>Address: 681 Halsey Street
Dumbo Brooklyn Heights,,Brooklyn,Front St & Jay St,40.70238,-73.986553,public recycling bin,#824100,public recycling bin<br>Name: Dumbo Brooklyn Heights<br>Address: Front St & Jay St
Dumbo Brooklyn Heights,,Brooklyn,Front St & Main St,40.702631,-73.990641,public recycling bin,#824100,public recycling bin<br>Name: Dumbo Brooklyn Heights<br>Address: Front St & Main St
Dumbo Brooklyn Heights,,Brooklyn,Front St & Washington St,40.702573,-73.989752,public recycling bin,#824100,public recycling bin<br>Name: Dumbo Brooklyn Heights<br>Address: Front St & Washington St
FAB,,Brooklyn,Fulton & Washington Ave ,40.68293,-73.964596,public recycling bin,#824100,public recycling bin<br>Name: FAB<br>Address: Fulton & Washington Ave 
FAB ,,Brooklyn,Fulton & Clinton Ave ,40.683557,-73.966797,public recycling bin,#824100,public recycling bin<br>Name: FAB <br>Address: Fulton & Clinton Ave 
1 Centre Street,,Manhattan,1 Centre Street,40.712187,-74.005701,public recycling bin,#824100,public recycling bin<br>Name: 1 Centre Street<br>Address: 1 Centre Street
100 Centre St,,Manhattan,100 Centre St,40.715827,-74.000488,public recycling bin,#824100,public recycling bin<br>Name: 100 Centre St<br>Address: 100 Centre St
100 Centre Street ,,Manhattan,100 Centre Street (South Entrance),40.715923,-74.001448,public recycling bin,#824100,public recycling bin<br>Name: 100 Centre Street <br>Address: 100 Centre Street (South Entrance)
100 Gold Street,,Manhattan,100 Gold Street,40.71045,-74.003755,public recycling bin,#824100,public recycling bin<br>Name: 100 Gold Street<br>Address: 100 Gold Street
111 Centre St,,Manhattan,111 Centre St,40.716396,-74.001359,public recycling bin,#824100,public recycling bin<br>Name: 111 Centre St<br>Address: 111 Centre St
115 Chrystie St,,Manhattan,115 Chrystie St (Outside Main Entrance),40.718605,-73.993763,public recycling bin,#824100,public recycling bin<br>Name: 115 Chrystie St<br>Address: 115 Chrystie St (Outside Main Entrance)
125 St. BID,,Manhattan,125 St & Lenox Ave,40.807945,-73.945623,public recycling bin,#824100,public recycling bin<br>Name: 125 St. BID<br>Address: 125 St & Lenox Ave
137 Centre Street ,,Manhattan,137 Centre St (Centre St & White St),40.716941,-74.000816,public recycling bin,#824100,public recycling bin<br>Name: 137 Centre Street <br>Address: 137 Centre St (Centre St & White St)
2 Lafayette St ,,Manhattan,2 Lafayette St (Lafayette St & Reade St),40.713608,-74.003619,public recycling bin,#824100,public recycling bin<br>Name: 2 Lafayette St <br>Address: 2 Lafayette St (Lafayette St & Reade St)
22 Reade St,,Manhattan,22 Reade St (Reade St & Elk St),40.714023,-74.004472,public recycling bin,#824100,public recycling bin<br>Name: 22 Reade St<br>Address: 22 Reade St (Reade St & Elk St)
280 Broadway,,Manhattan,Broadway Btwn Reade St & Chambers St,40.714399,-74.006131,public recycling bin,#824100,public recycling bin<br>Name: 280 Broadway<br>Address: Broadway Btwn Reade St & Chambers St
346 Broadway,,Manhattan,346 Broadway,40.716827,-74.004185,public recycling bin,#824100,public recycling bin<br>Name: 346 Broadway<br>Address: 346 Broadway
34th St,,Manhattan,34 St & 7 Ave,40.750901,-73.990843,public recycling bin,#824100,public recycling bin<br>Name: 34th St<br>Address: 34 St & 7 Ave
49-51 Chambers Street ,,Manhattan,49-51 Chambers Street (Outside Main Entrance),40.71368,-74.005513,public recycling bin,#824100,public recycling bin<br>Name: 49-51 Chambers Street <br>Address: 49-51 Chambers Street (Outside Main Entrance)
60 Lafayette St,,Manhattan,60 Lafayette St,40.716458,-74.002467,public recycling bin,#824100,public recycling bin<br>Name: 60 Lafayette St<br>Address: 60 Lafayette St
60 Lafayette St,,Manhattan,60 Lafayette St (Lafayette & Leonard),40.716158,-74.002555,public recycling bin,#824100,public recycling bin<br>Name: 60 Lafayette St<br>Address: 60 Lafayette St (Lafayette & Leonard)
6BC Botanical Garden,,Manhattan,624-628 E. 6th Street ,40.723831,-73.980677,public recycling bin,#824100,public recycling bin<br>Name: 6BC Botanical Garden<br>Address: 624-628 E. 6th Street 
80 Centre St,,Manhattan,80 Centre St,40.715387,-74.001773,public recycling bin,#824100,public recycling bin<br>Name: 80 Centre St<br>Address: 80 Centre St
96th St Train Station,,Manhattan,96 St & Lexington Ave,40.785787,-73.951092,public recycling bin,#824100,public recycling bin<br>Name: 96th St Train Station<br>Address: 96 St & Lexington Ave
96th St Train Station,,Manhattan,96 St & Lexington Ave,40.785717,-73.950922,public recycling bin,#824100,public recycling bin<br>Name: 96th St Train Station<br>Address: 96 St & Lexington Ave
Al Smith Rec Ctr,,Manhattan,80 Catherine St,40.710412,-73.996979,public recycling bin,#824100,public recycling bin<br>Name: Al Smith Rec Ctr<br>Address: 80 Catherine St
Asser Levy Rec Ctr,,Manhattan,384 Asser Levy Pl,40.736271,-73.975508,public recycling bin,#824100,public recycling bin<br>Name: Asser Levy Rec Ctr<br>Address: 384 Asser Levy Pl
Battery Park - DSNY Partnership,,Manhattan,Battery Park ,40.704592,-74.016957,public recycling bin,#824100,public recycling bin<br>Name: Battery Park - DSNY Partnership<br>Address: Battery Park 
Battery Park City,,Manhattan,Battery Park City,40.711576,-74.016051,public recycling bin,#824100,public recycling bin<br>Name: Battery Park City<br>Address: Battery Park City
Battery Park City,,Manhattan,Battery Park City,40.705075,-74.017115,public recycling bin,#824100,public recycling bin<br>Name: Battery Park City<br>Address: Battery Park City
Battery Park City,,Manhattan,Battery Park City,40.711565,-74.015853,public recycling bin,#824100,public recycling bin<br>Name: Battery Park City<br>Address: Battery Park City
Bayard St & Baxter St,,Manhattan,100 Centre Street,40.716092,-74.000134,public recycling bin,#824100,public recycling bin<br>Name: Bayard St & Baxter St<br>Address: 100 Centre Street
Bellevue South,,Manhattan,Mt. Carmel Pl Btwn E 26 St & E 28 St,40.739982,-73.978053,public recycling bin,#824100,public recycling bin<br>Name: Bellevue South<br>Address: Mt. Carmel Pl Btwn E 26 St & E 28 St
Bennett Park,,Manhattan,Bennett Park,40.852856,-73.938098,public recycling bin,#824100,public recycling bin<br>Name: Bennett Park<br>Address: Bennett Park
Bleecker St. Playground,,Manhattan,W 11 St Btwn Hudson St & Bleecker St,40.736401,-74.005572,public recycling bin,#824100,public recycling bin<br>Name: Bleecker St. Playground<br>Address: W 11 St Btwn Hudson St & Bleecker St
Broadway & Murray St,,Manhattan,Outside Entrance,40.712939,-74.007262,public recycling bin,#824100,public recycling bin<br>Name: Broadway & Murray St<br>Address: Outside Entrance
Broadway & Park Place,,Manhattan,Outside Plaza Entrance,40.71248,-74.007642,public recycling bin,#824100,public recycling bin<br>Name: Broadway & Park Place<br>Address: Outside Plaza Entrance
Bryant Park,,Manhattan,Bryant Park,40.754391,-73.983402,public recycling bin,#824100,public recycling bin<br>Name: Bryant Park<br>Address: Bryant Park
Bryant Park - Bryant Park Corp.,,Manhattan,Bryant Park,40.753954,-73.984092,public recycling bin,#824100,public recycling bin<br>Name: Bryant Park - Bryant Park Corp.<br>Address: Bryant Park
Carl Shurz,,Manhattan,Carl Shurz Park,40.77453,-73.943837,public recycling bin,#824100,public recycling bin<br>Name: Carl Shurz<br>Address: Carl Shurz Park
Carrie McCracken Garden/TRUCE,,Manhattan,143-145 St. Nicholas Avenue ,40.804559,-73.952985,public recycling bin,#824100,public recycling bin<br>Name: Carrie McCracken Garden/TRUCE<br>Address: 143-145 St. Nicholas Avenue 
Centre St & Chambers St,,Manhattan,31 Chambers Street,40.712796,-74.004816,public recycling bin,#824100,public recycling bin<br>Name: Centre St & Chambers St<br>Address: 31 Chambers Street
Chelsea Park,,Manhattan,Chelsea Park,40.749849,-74.000856,public recycling bin,#824100,public recycling bin<br>Name: Chelsea Park<br>Address: Chelsea Park
Chelsea Rec Center,,Manhattan,430 W 25 St,40.748355,-74.002007,public recycling bin,#824100,public recycling bin<br>Name: Chelsea Rec Center<br>Address: 430 W 25 St
Chelsea Waterside Park Field,,Manhattan,Hudson River Park ,40.749349,-74.007351,public recycling bin,#824100,public recycling bin<br>Name: Chelsea Waterside Park Field<br>Address: Hudson River Park 
Chelsea Waterside Park Playground,,Manhattan,Hudson River Park ,40.749318,-74.006981,public recycling bin,#824100,public recycling bin<br>Name: Chelsea Waterside Park Playground<br>Address: Hudson River Park 
City Hall Park ,,Manhattan,City Hall Park ,40.711834,-74.007124,public recycling bin,#824100,public recycling bin<br>Name: City Hall Park <br>Address: City Hall Park 
City Hall Park ,,Manhattan,City Hall Park ,40.712806,-74.004808,public recycling bin,#824100,public recycling bin<br>Name: City Hall Park <br>Address: City Hall Park 
City Hall Park ,,Manhattan,City Hall Park ,40.712897,-74.007269,public recycling bin,#824100,public recycling bin<br>Name: City Hall Park <br>Address: City Hall Park 
City Hall Park ,,Manhattan,City Hall Park ,40.712517,-74.007573,public recycling bin,#824100,public recycling bin<br>Name: City Hall Park <br>Address: City Hall Park 
Coleman Square Playground,,Manhattan,Coleman Square Playground,40.710746,-73.993819,public recycling bin,#824100,public recycling bin<br>Name: Coleman Square Playground<br>Address: Coleman Square Playground
Colonel Young,,Manhattan,Colonel Charles Young Playground,40.819645,-73.936417,public recycling bin,#824100,public recycling bin<br>Name: Colonel Young<br>Address: Colonel Charles Young Playground
Columbus Park - DSNY Partnership,,Manhattan,Columbus Park,40.71475,-74.000096,public recycling bin,#824100,public recycling bin<br>Name: Columbus Park - DSNY Partnership<br>Address: Columbus Park
Courtyard West ,,Manhattan,Hudson River Park ,40.732377,-74.010735,public recycling bin,#824100,public recycling bin<br>Name: Courtyard West <br>Address: Hudson River Park 
Crack is Wack,,Manhattan,Harlem River Dr & 2 Ave ,40.804284,-73.931744,public recycling bin,#824100,public recycling bin<br>Name: Crack is Wack<br>Address: Harlem River Dr & 2 Ave 
Desalvio,,Manhattan,DeSalvio Playground,40.721757,-73.996052,public recycling bin,#824100,public recycling bin<br>Name: Desalvio<br>Address: DeSalvio Playground
DSNY Main Office -Worth St,,Manhattan,Centre Street,40.71511,-74.002359,public recycling bin,#824100,public recycling bin<br>Name: DSNY Main Office -Worth St<br>Address: Centre Street
DSNY Main Office -Worth St,,Manhattan,Lafayette Street,40.715356,-74.002985,public recycling bin,#824100,public recycling bin<br>Name: DSNY Main Office -Worth St<br>Address: Lafayette Street
Each One Teach One,,Manhattan,Lexington Ave & E 129 St,40.807191,-73.934751,public recycling bin,#824100,public recycling bin<br>Name: Each One Teach One<br>Address: Lexington Ave & E 129 St
East River Park- DSNY partnership,,Manhattan,East River Bikeway,40.716205,-73.975494,public recycling bin,#824100,public recycling bin<br>Name: East River Park- DSNY partnership<br>Address: East River Bikeway
Fashion BID,,Manhattan,57 St & Lexington Ave,40.760842,-73.969307,public recycling bin,#824100,public recycling bin<br>Name: Fashion BID<br>Address: 57 St & Lexington Ave
Fashion BID,,Manhattan,Broadway Btwn 39 St & 40 St,40.753938,-73.986947,public recycling bin,#824100,public recycling bin<br>Name: Fashion BID<br>Address: Broadway Btwn 39 St & 40 St
Father Dumo Square,,Manhattan,Father Demo Square,40.730225,-74.002246,public recycling bin,#824100,public recycling bin<br>Name: Father Dumo Square<br>Address: Father Demo Square
Foley Square - DSNY Partnership,,Manhattan,"Foley Square, Duane St",40.714357,-74.003085,public recycling bin,#824100,"public recycling bin<br>Name: Foley Square - DSNY Partnership<br>Address: Foley Square, Duane St"
Foley Square - DSNY Partnership,,Manhattan,"Foley Square, Worth St",40.715167,-74.002599,public recycling bin,#824100,"public recycling bin<br>Name: Foley Square - DSNY Partnership<br>Address: Foley Square, Worth St"
Fred Johnson,,Manhattan,7 Ave Btwn 150 St & 151 St,40.824847,-73.935623,public recycling bin,#824100,public recycling bin<br>Name: Fred Johnson<br>Address: 7 Ave Btwn 150 St & 151 St
Grand Central,,Manhattan,42 St & Lexington Ave,40.751692,-73.975975,public recycling bin,#824100,public recycling bin<br>Name: Grand Central<br>Address: 42 St & Lexington Ave
Greenwich & Murray,,Manhattan,270 Greenwich Street,40.715109,-74.011382,public recycling bin,#824100,public recycling bin<br>Name: Greenwich & Murray<br>Address: 270 Greenwich Street
Hamilton Fish,,Manhattan,Hamilton Fish Park,40.719937,-73.981432,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish<br>Address: Hamilton Fish Park
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.716618,-73.975256,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.717499,-73.974858,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.718372,-73.974674,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.718888,-73.974598,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
Hamilton Fish Recreation Center,,Manhattan,East River Bikeway,40.719832,-73.974488,public recycling bin,#824100,public recycling bin<br>Name: Hamilton Fish Recreation Center<br>Address: East River Bikeway
