LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,LATITUDE,LONGITUDE,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
2048487-DCA,Active,THE CRABBY SHACK LLC,THE CRABBY SHACK,613,FRANKLIN AVE,BROOKLYN,NY,11238,Unenclosed,270,9,18,50011214,40.67734613415788,-73.95546102437014,308,35,http://www.brooklyncb8.org/,13457-2019-RSWC,Unenclosed,270,9,18,Application Review Completed,07/08/2019,04/15/2021,,03/06/2019,Ready For Review,03/12/2019,Approved,03/20/2019,,,Recommend Approval,04/30/2019,Waived,04/30/2019,,,Review Period Expired,05/21/2019,Approved,07/08/2019,Issued,07/08/2019
2020263-DCA,Active,SAMSON GREY LLC,,1703,2ND AVE,NEW YORK,NY,10128,Unenclosed,235,8,24,50003750,40.77945740442143,-73.9508215077009,108,5,http://www.cb8m.com/,23825-2019-RSWC,Unenclosed,235,8,24,Application Review Completed,07/15/2019,09/15/2021,,07/15/2019,Ready For Review,07/15/2019,Approved,,,,,,,,,,,,,,Issued,07/15/2019
2038460-DCA,Active,"BL 30 CARMINE NY, LLC",,30,CARMINE ST,NEW YORK,NY,10014,Unenclosed,140,6,12,50044946,40.73000205474967,-74.00288285251224,102,3,http://www.nyc.gov/manhattancb2,31030-2018-RSWC,Unenclosed,140,6,12,Application Review Completed,06/17/2019,12/15/2020,,12/20/2018,Ready For Review,12/07/2018,Approved,12/20/2018,,,Recommend Denial,01/29/2019,Waived,01/31/2019,,,Review Period Expired,02/21/2019,Approved,05/15/2019,Issued,06/17/2019
1190933-DCA,Active,"BY THE GLASS, INC. UVA",,1486,2ND AVE,NEW YORK,NY,10075,Unenclosed,135,8,16,41084188,40.77215562424212,-73.95566839276158,108,5,http://www.cb8m.com/,11584-2018-RSWC,Unenclosed,135,8,16,Application Review Completed,04/08/2019,09/15/2020,,08/22/2018,Ready For Review,08/22/2018,Approved,08/23/2018,,,Review Period Expired,10/18/2018,Waived,10/18/2018,,,Review Period Expired,12/22/2018,Approved,04/08/2019,Issued,04/08/2019
1426393-DCA,Active,343 BROOME STREET RESTAURANT INC,RANDOLPH BEER,343,BROOME ST,NEW YORK,NY,10013,Unenclosed,132,6,18,41640846,40.71952523565119,-73.99482322521635,102,1,http://www.nyc.gov/manhattancb2,12373-2018-RSWC,Unenclosed,132,6,18,Application Review Completed,04/11/2019,09/15/2020,,09/06/2018,Ready For Review,09/06/2018,Approved,09/06/2018,,,Recommend Approval,11/01/2018,Waived,11/14/2018,,,Review Period Expired,12/05/2018,Approved,04/11/2019,Issued,04/11/2019
2041410-DCA,Active,NEW YORK BURGER 10th AVE INC.,NEW YORK BURGER CO,470,W 23RD ST,NEW YORK,NY,10011,Enclosed,762,25,54,50052392,40.74737356844264,-74.00366315180842,104,3,http://www.nyc.gov/mcb4,23522-2019-RSWC,Enclosed,762,25,54,Pending Review,06/17/2020,11/15/2020,11/15/2020,07/10/2019,Ready For Review,07/10/2019,Issued Temp Op Letter,07/11/2019,Pending Review,07/11/2019,Pending Review,07/11/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2008442-DCA,Active,FIFTYONE MERCHANTS LLC.,VIA CAROTA,51,GROVE ST,NEW YORK,NY,10014,Unenclosed,221,8,16,50008323,40.733150262970945,-74.00376700903576,102,3,http://www.nyc.gov/manhattancb2,30375-2018-RSWC,Unenclosed,221,8,16,Application Review Completed,04/24/2019,12/15/2020,,12/03/2018,Ready For Review,12/03/2018,Approved,,Proceed,04/24/2019,Recommend Approval,04/24/2019,Recommendation Issued,04/24/2019,,,,,Approved,04/24/2019,Issued,04/24/2019
2082898-DCA,Active,"ZIA MARIA LITTLE ITALY, LLC",ZIA MARIA,138,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,75,4,8,50082980,40.71849329648937,-73.99755414706756,102,1,http://www.nyc.gov/manhattancb2,500-2019-ASWC,Unenclosed,75,4,8,Application Review Completed,05/25/2019,12/15/2021,,01/16/2019,Ready For Review,01/16/2019,Approved,01/16/2019,,,Review Period Expired,03/20/2019,Recommendation Issued,03/20/2019,SWC Public Hearing,03/06/2019,Review Period Expired,04/11/2019,Approved,05/25/2019,Issued,05/25/2019
1455729-DCA,Active,"DINOSAUR RESTAURANTS, LLC",DINOSAUR BAR-B-QUE,604,UNION ST,BROOKLYN,NY,11215,Unenclosed,517,6,36,41709869,40.67756499731265,-73.98405402879162,306,39,http://www.brooklyncb6.org/,26099-2019-RSWC,Unenclosed,517,6,36,Application Review Completed,02/13/2020,09/15/2021,,08/29/2019,Ready For Review,08/29/2019,Approved,08/29/2019,,,Recommend Approval,09/04/2019,Waived,09/04/2019,,,Review Period Expired,09/25/2019,Approved,02/13/2020,Issued,02/13/2020
1457685-DCA,Active,SARABETH'S PAS LLC,SARABETH'S,381,PARK AVE S,NEW YORK,NY,10016,Unenclosed,547,23,46,41707090,40.74235517108238,-73.98442465772064,105,2,http://www.cb5.org,15080-2019-RSWC,Unenclosed,547,23,46,Application Withdrawn,03/02/2020,03/27/2020,03/27/2020,03/21/2019,Ready For Review,03/21/2019,Withdrawal - Refund Request,03/25/2019,,,Review Period Expired,05/16/2019,Waived,05/16/2019,,,Review Period Expired,06/06/2019,Approved,08/06/2019,Issued,08/06/2019
2032701-DCA,Active,305 BLEECKER FOOD MARKET LLC,SUPREME PROVISIONS,305,BLEECKER ST,NEW YORK,NY,10014,Enclosed,253,6,16,50057094,40.73268640171939,-74.00369842661199,102,3,http://www.nyc.gov/manhattancb2,20848-2019-RSWC,Enclosed,253,6,16,Pending Review,02/10/2020,08/10/2020,08/10/2020,05/28/2019,Ready For Review,05/28/2019,Issued Temp Op Letter,05/28/2019,Pending Review,05/28/2019,Pending Review,05/28/2019,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2009046-DCA,Active,VIDA ENTERPRISE INC.,PAT'E PALO,251,DYCKMAN ST,NEW YORK,NY,10034,Unenclosed,435,23,46,50048257,40.86661222993757,-73.92814578849243,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,30821-2018-RSWC,Unenclosed,435,23,46,Application Review Completed,12/06/2018,12/15/2020,,12/06/2018,Ready For Review,12/06/2018,Approved,,Proceed,12/06/2018,Review Period Expired,12/06/2018,Waived,12/06/2018,,,Approved,12/06/2018,Approved,12/06/2018,Issued,12/06/2018
1222107-DCA,Inactive,41-08 REST. CORP.,CHRISTOS STEAK HOUSE,4108,23RD AVE,ASTORIA,NY,11105,Unenclosed,439,15,30,41154087,40.77029896064981,-73.90741850273076,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,9247-2018-RSWC,Unenclosed,439,15,30,Pending Review,03/11/2020,04/15/2020,04/15/2020,06/08/2018,Ready For Review,06/08/2018,Issued Temp Op Letter,06/11/2018,Pending Review,06/11/2018,Review Period Expired,08/09/2018,Waived,08/09/2018,,,Review Period Expired,08/30/2018,Pending Review,,Pending Review,
1466932-DCA,Inactive,"LE BILBOQUET NY, LLC",LE BILBOQUET,20,E 60TH ST,NEW YORK,NY,10022,Small Unenclosed,176,5,20,50001109,40.76380542339715,-73.97064784606954,108,4,http://www.cb8m.com/,869-2020-RSWC,Small Unenclosed,176,5,20,Pending Review,05/29/2020,06/29/2020,06/29/2020,01/15/2020,Ready For Review,01/15/2020,Issued Temp Op Letter,01/15/2020,Pending Review,01/15/2020,Pending Review,01/15/2020,Pending Review,,SWC Public Hearing,03/04/2020,Pending Review,,Pending Review,,Pending Review,
1420812-DCA,Inactive,SIX LOUNGE LLC,HARLEM FOOD BAR,2100,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Unenclosed,261,11,22,41642375,40.802853031063144,-73.95650038621442,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,6680-2019-RSWC,Unenclosed,261,11,22,Pending Review,02/24/2020,03/24/2020,03/24/2020,02/07/2019,Ready For Review,02/07/2019,Issued Temp Op Letter,02/07/2019,Pending Review,02/07/2019,Review Period Expired,03/27/2019,Waived,03/27/2019,,,Review Period Expired,04/17/2019,Pending Review,,Pending Review,
2027041-DCA,Active,Masa 8 LLC,NATSUMI,323,3RD AVE,NEW YORK,NY,10010,Unenclosed,427,13,38,50035388,40.73949484989169,-73.98240812463608,106,2,http://cbsix.org,19829-2019-RSWC,Unenclosed,427,13,38,Application Review Completed,05/28/2019,04/15/2021,,05/15/2019,Ready For Review,05/15/2019,Approved,,Proceed,05/28/2019,Review Period Expired,05/28/2019,Waived,05/28/2019,,,Review Period Expired,05/28/2019,Approved,05/28/2019,Issued,05/28/2019
2070370-DCA,Active,MICHEL GE INC,BELLINI,483,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,73,4,8,50061282,40.78456726865556,-73.97330724665852,107,6,http://www.nyc.gov/mcb7,4664-2018-ASWC,Unenclosed,73,4,8,Application Review Completed,08/08/2018,12/15/2020,,03/09/2018,Ready For Review,03/09/2018,Approved,03/09/2018,,,Review Period Expired,04/29/2018,Recommendation Issued,05/02/2018,SWC Public Hearing,04/25/2018,Review Period Expired,05/23/2018,,,Issued,08/08/2018
1219287-DCA,Inactive,HAILEY GRACE CORP.,GENESIS,1708,2ND AVE,NEW YORK,NY,10128,Unenclosed,227,12,24,41161009,40.77939134349265,-73.95038465544063,108,5,http://www.cb8m.com/,6214-2018-RSWC,Unenclosed,227,12,24,Application Review Completed,07/16/2018,04/15/2020,08/06/2018,04/06/2018,Ready For Review,04/06/2018,Approved,04/09/2018,,,Recommend Approval,05/16/2018,Waived,05/16/2018,,,Review Period Expired,06/06/2018,Approved,07/16/2018,Issued,07/16/2018
2055202-DCA,Inactive,JMQ FOOD CORP,TAQUERIA MARIA & RICARDO,915,CORTELYOU RD,BROOKLYN,NY,11218,Unenclosed,130,5,10,50051881,40.639091192681676,-73.9694055668597,312,40,http://www.brooklyncb12.org/,467-2020-RSWC,Unenclosed,130,5,10,Application Review Completed,05/14/2020,05/03/2020,05/03/2020,01/10/2020,Ready For Review,01/10/2020,Process Completed,01/13/2020,,,Review Period Expired,03/06/2020,Waived,03/06/2020,,,Review Period Expired,03/27/2020,,,,
2039464-DCA,Active,LEGENDARY NIGHT SPOTS INC,THE DUPLEX,61,CHRISTOPHER ST,NEW YORK,NY,10014,Unenclosed,349,18,36,41029356,40.73386942699395,-74.00230930249299,102,3,http://www.nyc.gov/manhattancb2,3428-2019-RSWC,Unenclosed,349,18,36,Application Review Completed,05/16/2019,12/15/2020,,01/23/2019,Ready For Review,01/23/2019,Approved,01/23/2019,,,Review Period Expired,03/13/2019,Waived,03/13/2019,,,Review Period Expired,04/03/2019,Approved,05/16/2019,Issued,05/16/2019
2086719-DCA,Active,KAYA MANAGEMENT CORP,BAO BY KAYA,570,LEXINGTON AVE,NEW YORK,NY,10022,Small Unenclosed,243,9,22,50074020,40.75707570547526,-73.9722354006862,105,4,http://www.cb5.org,3549-2019-ASWC,Small Unenclosed,243,9,22,Application Review Completed,08/26/2019,09/15/2021,,04/01/2019,Ready For Review,04/01/2019,Approved,04/01/2019,,,Review Period Expired,05/29/2019,Recommendation Issued,05/29/2019,SWC Public Hearing,05/22/2019,Review Period Expired,06/25/2019,Approved,08/26/2019,Issued,08/26/2019
1164852-DCA,Active,MULBERRY STREET BAR LLC,MULBERRY STREET BAR,176 1/2,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,199,4,16,41022989,40.11238533659802,-77.51958437167269,0,0,http://www.nyc.gov/html/cau/html/cb/cb.shtml,5171-2019-RSWC,Unenclosed,199,4,16,Application Review Completed,07/17/2019,12/15/2020,,01/31/2019,Ready For Review,01/31/2019,Approved,01/31/2019,,,Review Period Expired,03/21/2019,Waived,03/21/2019,,,Review Period Expired,04/11/2019,Approved,07/17/2019,Issued,07/17/2019
1444217-DCA,Inactive,"ETHOS GALLERY 51, LLC",ETHOS,905,1ST AVE,NEW YORK,NY,10022,Unenclosed/Small Unenclosed,292,9,30,41655550,40.75452414158073,-73.96592000685143,106,4,http://cbsix.org,4393-2020-RSWC,Unenclosed/Small Unenclosed,292,9,30,Pending Review,03/05/2020,04/15/2020,,03/05/2020,Ready For Review,03/05/2020,Under Review,03/05/2020,Pending Review,03/05/2020,Pending Review,03/05/2020,Pending Review,,SWC Public Hearing,04/22/2020,Pending Review,,Pending Review,,Pending Review,
1103083-DCA,Active,GROUBEN FOOD CORP.,,515,3RD AVE,NEW YORK,NY,10016,Unenclosed,125,4,8,40373669,40.74598262497732,-73.97770035203102,106,2,http://cbsix.org,25570-2019-RSWC,Unenclosed,125,4,8,Application Review Completed,11/26/2019,09/15/2021,,08/08/2019,Ready For Review,08/08/2019,Approved,08/09/2019,,,Recommend Approval,08/14/2019,Waived,09/24/2019,,,Review Period Expired,10/15/2019,Approved,11/26/2019,Issued,11/26/2019
1344146-DCA,Active,OLIO RESTAURANTS LLC,OLIO E PIU,3,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,449,21,46,41615430,40.73374044648179,-73.99976907019774,102,3,http://www.nyc.gov/manhattancb2,12093-2018-RSWC,Unenclosed,449,21,46,Application Review Completed,04/05/2019,09/15/2020,,08/30/2018,Ready For Review,08/30/2018,Approved,08/31/2018,,,Recommend Approval,10/10/2018,Waived,10/10/2018,,,Review Period Expired,10/31/2018,Approved,04/05/2019,Issued,04/05/2019
2074887-DCA,Inactive,YES CHEF CORP.,YES CHEF WINE BAR,4410,30TH AVE,ASTORIA,NY,11103,Unenclosed,94,5,10,50072912,40.76198294876329,-73.9116246613702,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,5001-2018-ASWC,Unenclosed,94,5,10,Application Review Completed,12/12/2018,04/15/2020,,03/14/2018,Ready For Review,03/14/2018,Approved,03/22/2018,,,Review Period Expired,05/12/2018,Recommendation Issued,07/02/2018,SWC Public Hearing,05/09/2018,Review Period Expired,08/08/2018,,,Issued,12/12/2018
2054430-DCA,Active,NEWTOWN BAR LLC,,3202,BROADWAY,ASTORIA,NY,11106,Unenclosed,253,9,18,50060606,40.761338886440804,-73.92454490011423,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,1215-2020-RSWC,Unenclosed,253,9,18,Pending Review,01/22/2020,04/21/2020,04/21/2020,01/17/2020,Ready For Review,01/17/2020,Under Review,01/22/2020,Pending Review,01/22/2020,Review Period Expired,03/25/2020,Waived,03/25/2020,,,Review Period Expired,04/15/2020,Pending Review,,Pending Review,
0952606-DCA,Active,1490 REST. INC.,DOC WATSON'S,1490,2ND AVE,NEW YORK,NY,10075,Unenclosed,113,6,12,40512852,40.772259897887615,-73.95559972639914,108,5,http://www.cb8m.com/,26639-2019-RSWC,Unenclosed,113,6,12,Application Review Completed,01/13/2020,09/15/2021,,09/16/2019,Ready For Review,09/16/2019,Approved,09/16/2019,,,Recommend Approval,10/31/2019,Waived,11/07/2019,,,Review Period Expired,11/28/2019,Approved,01/13/2020,Issued,01/13/2020
1151949-DCA,Inactive,CALSHEA REST. CORP.,THE TRIPLE CROWN,330,7TH AVE,NEW YORK,NY,10001,Unenclosed,158,4,12,40402231,40.747765928448196,-73.99325831735588,105,3,http://www.cb5.org,26305-2019-RSWC,Unenclosed,158,4,12,Pending Review,01/07/2020,02/16/2020,02/16/2020,09/06/2019,Ready For Review,09/11/2019,Issued Temp Op Letter,11/08/2019,Pending Review,09/11/2019,Recommend Approval,01/29/2020,Waived,01/29/2020,,,Review Period Expired,02/19/2020,Pending Review,,Pending Review,
1161434-DCA,Active,"CARMINE RESTAURANT, INC.",IL CORTILE RESTAURANT,125,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,170,9,18,40368555,40.71796082437381,-73.99816021382011,102,1,http://www.nyc.gov/manhattancb2,27576-2018-RSWC,Unenclosed,170,9,18,Application Review Completed,04/02/2019,12/15/2020,,11/14/2018,Ready For Review,11/14/2018,Approved,11/14/2018,,,Review Period Expired,01/10/2019,Waived,01/10/2019,,,Review Period Expired,01/31/2019,,,Issued,04/02/2019
1474102-DCA,Inactive,"ZAGARA RESTAURANTS, LLC",ZAGARA WINE BAR,216,7TH AVE,NEW YORK,NY,10011,Unenclosed,126,8,16,50002437,40.74381362003141,-73.99608081744378,104,3,http://www.nyc.gov/mcb4,1173-2019-RSWC,Unenclosed,126,8,16,Application Review Completed,05/18/2019,12/15/2020,,01/09/2019,Ready For Review,01/09/2019,Approved,01/09/2019,,,Review Period Expired,02/28/2019,Waived,02/28/2019,,,Review Period Expired,03/21/2019,,,Issued,05/18/2019
1352255-DCA,Inactive,AVA OLIVIA CORP,EDGAR'S CAFE,650,AMSTERDAM AVE,NEW YORK,NY,10025,Unenclosed,117,6,12,50042671,40.79140422046825,-73.97255694490804,107,6,http://www.nyc.gov/mcb7,6251-2018-RSWC,Unenclosed,117,6,12,Application Review Completed,11/29/2018,04/15/2020,,04/09/2018,Ready For Review,04/09/2018,Approved,04/11/2018,Proceed,04/11/2018,Review Period Expired,06/01/2018,Waived,06/08/2018,,,Review Period Expired,06/29/2018,Approved,11/29/2018,Issued,11/29/2018
1396587-DCA,Active,"FLAGSHIP S B AMSTERDAM NY, LLC",SARAVANA BHAVAN,413,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,198,11,22,41578669,40.78351699411563,-73.97782860937444,107,6,http://www.nyc.gov/mcb7,15378-2019-RSWC,Unenclosed,198,11,22,Application Review Completed,07/12/2019,04/15/2021,07/15/2019,03/22/2019,Ready For Review,03/27/2019,Approved,03/27/2019,,,Review Period Expired,05/16/2019,Waived,05/16/2019,,,Review Period Expired,06/06/2019,Approved,07/12/2019,Issued,07/12/2019
2091266-DCA,Inactive,LPB4 LLC,LA PECORA BIANCA,265,LAFAYETTE ST,NEW YORK,NY,10012,Regular Unenclosed/Small Unenclosed,380,20,40,,40.72332678917458,-73.99648969394691,102,1,http://www.nyc.gov/manhattancb2,10885-2019-ASWC,Regular Unenclosed/Small Unenclosed,380,20,40,Pending Review,02/18/2020,03/18/2020,03/18/2020,09/13/2019,Ready For Review,09/13/2019,Issued Temp Op Letter,09/16/2019,Pending Review,09/13/2019,Pending Review,09/13/2019,Pending Review,09/13/2019,,,Pending Review,09/13/2019,Pending Review,09/13/2019,Pending Review,
1454964-DCA,Active,"18 GREENWICH AVENUE, LLC",ROSEMARY'S,18,GREENWICH AVE,NEW YORK,NY,10011,Unenclosed,183,8,16,41668282,40.734863050953344,-73.99989535817042,102,3,http://www.nyc.gov/manhattancb2,32327-2019-RSWC,Unenclosed,183,8,16,Application Review Completed,03/09/2020,04/17/2020,04/17/2020,11/14/2019,Ready For Review,11/22/2019,Process Completed,01/23/2020,,,Review Period Expired,03/25/2020,Waived,03/25/2020,,,Review Period Expired,04/15/2020,,,,
2070369-DCA,Active,MADERA PIZZA & GRILL INC,,4729,VERNON BLVD,LONG ISLAND CITY,NY,11101,Unenclosed,70,4,9,41481377,40.7445645167135,-73.95330490144656,402,26,http://www.cb2queens.org/,4691-2018-ASWC,Unenclosed,70,4,9,Application Review Completed,07/12/2018,09/15/2020,,03/09/2018,Ready For Review,03/09/2018,Approved,03/12/2018,,,Review Period Expired,05/02/2018,Recommendation Issued,05/02/2018,SWC Public Hearing,05/02/2018,Review Period Expired,05/23/2018,Approved,07/12/2018,Issued,07/12/2018
2068865-DCA,Inactive,ANGELETTO 2ND AVE INC,,890,2ND AVE,NEW YORK,NY,10017,Unenclosed,190,11,22,50073245,40.75317748164894,-73.96952641772491,106,4,http://cbsix.org,5996-2020-RSWC,Unenclosed,190,11,22,Pending Review,06/10/2020,04/15/2020,,06/09/2020,Ready For Review,06/10/2020,Under Review,,Pending Review,,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
2058401-DCA,Active,3713 RIVERDALE REST CORP.,BLACKSTONE BAR & GRILL,3713,RIVERDALE AVE,BRONX,NY,10463,Unenclosed,140,9,21,40370409,40.88716609681182,-73.90730638167541,208,11,http://www.nyc.gov/bronxcb8,18213-2019-RSWC,Unenclosed,140,9,21,Pending Review,06/18/2020,09/15/2020,09/15/2020,04/19/2019,Ready For Review,04/19/2019,Issued Temp Op Letter,04/24/2019,Pending Review,04/24/2019,Review Period Expired,06/14/2019,Waived,06/14/2019,,,Review Period Expired,07/05/2019,Pending Review,,Pending Review,
2092916-DCA,Active,QANOON CORP.,,180,9TH AVE,NEW YORK,NY,10011,Unenclosed,246,8,16,50098078,40.74529583084805,-74.0021869958271,104,3,http://www.nyc.gov/mcb4,12129-2019-ASWC,Unenclosed,246,8,16,Application Review Completed,03/13/2020,09/15/2021,,10/22/2019,Ready For Review,10/22/2019,Approved,10/22/2019,,,Review Period Expired,12/11/2019,Recommendation Issued,12/11/2019,SWC Public Hearing,12/11/2019,Review Period Expired,01/08/2020,Approved,03/13/2020,Issued,03/13/2020
1027125-DCA,Active,HARU AMSTERDAM AVENUE CORP.,HARU,433,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,291,7,22,40733383,40.784181137635095,-73.97740589984423,107,6,http://www.nyc.gov/mcb7,3579-2020-RSWC,Unenclosed,291,7,22,Pending Review,06/18/2020,09/18/2020,09/18/2020,02/20/2020,Ready For Review,02/25/2020,Issued Temp Op Letter,,Pending Review,02/25/2020,Pending Review,03/27/2020,Pending Review,03/27/2020,,,Pending Review,03/27/2020,Pending Review,03/27/2020,Pending Review,
2077335-DCA,Inactive,HK KITCHEN CORP,,3599,E TREMONT AVE,BRONX,NY,10465,Unenclosed,350,14,28,,40.829038470956846,-73.82442615143515,210,13,http://www.nyc.gov/html/bxcb10/html/home/home.shtml,11119-2018-ASWC,Unenclosed,350,14,28,Application Review Completed,03/11/2020,04/15/2020,,06/04/2018,Ready For Review,06/04/2018,Approved,06/18/2018,,,Review Period Expired,08/22/2018,Recommendation Issued,08/22/2018,SWC Public Hearing,08/08/2018,Review Period Expired,09/12/2018,Approved,03/11/2020,Issued,03/11/2020
2071250-DCA,Active,"UNCLE BIAGIO, LLC",DON ANGIE,103,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,319,7,14,50069883,40.73779992020904,-74.00194858891926,102,3,http://www.nyc.gov/manhattancb2,4463-2018-ASWC,Unenclosed,319,7,14,Application Review Completed,07/20/2018,12/15/2020,,03/06/2018,Ready For Review,03/07/2018,Approved,03/07/2018,,,Review Period Expired,04/27/2018,Recommendation Issued,05/16/2018,SWC Public Hearing,04/25/2018,Review Period Expired,06/06/2018,Approved,07/12/2018,Issued,07/20/2018
0782318-DCA,Inactive,"CAVALLACCI, FABRIZIO",CAFE REGGIO,119,MACDOUGAL ST,NEW YORK,NY,10012,Unenclosed,43,4,8,40369418,40.73031499241252,-74.00034998498981,102,1,http://www.nyc.gov/manhattancb2,34478-2019-RSWC,Unenclosed,43,4,8,Pending Review,01/09/2020,02/09/2020,02/09/2020,12/05/2019,Ready For Review,12/05/2019,Issued Temp Op Letter,12/06/2019,Pending Review,12/06/2019,Pending Review,12/06/2019,Pending Review,,SWC Public Hearing,01/22/2020,Pending Review,,Pending Review,,Pending Review,
1318806-DCA,Inactive,PGT REST. CORP,SLAINTE,304,BOWERY,NEW YORK,NY,10012,Unenclosed,170,8,16,41012338,40.724800538128235,-73.99257515969012,102,1,http://www.nyc.gov/manhattancb2,27739-2019-RSWC,Unenclosed,170,8,16,Application Review Completed,05/14/2020,03/13/2020,03/13/2020,09/25/2019,Ready For Review,09/25/2019,Process Completed,09/26/2019,,,Review Period Expired,03/12/2020,Waived,03/12/2020,,,Review Period Expired,04/02/2020,,,,
1380992-DCA,Inactive,SELVAM CORP.,DINO RESTAURANT,222,DEKALB AVE,BROOKLYN,NY,11205,Unenclosed,77,4,8,41477231,40.689309941908505,-73.970485922258,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,2971-2020-RSWC,Unenclosed,77,4,8,Application Review Completed,04/12/2020,12/15/2019,,02/10/2020,Ready For Review,02/12/2020,Denied - Refund Request,,,,,,,,,,,,,,,
2006083-DCA,Active,OWM VERNON LLC,CORNER BISTRO,4718,VERNON BLVD,LONG ISLAND CITY,NY,11101,Regular Unenclosed/Small Unenclosed,294,10,20,41647754,40.74496808245138,-73.95352115179604,402,26,http://www.cb2queens.org/,12098-2018-RSWC,Regular Unenclosed/Small Unenclosed,294,10,20,Application Review Completed,09/20/2018,09/15/2020,,08/28/2018,Issued Temp Op Letter,09/18/2018,Approved,,Proceed,09/20/2018,Recommend Approval,09/20/2018,Waived,09/20/2018,,,Approved,09/20/2018,Waived,09/20/2018,Issued,09/20/2018
2086169-DCA,Active,Center Blvd Restaurant LLC,,201,50TH AVE,LONG ISLAND CITY,NY,11101,Unenclosed,646,12,48,,40.74384186905535,-73.95843715808738,402,26,http://www.cb2queens.org/,3005-2019-ASWC,Unenclosed,646,12,48,Application Review Completed,07/16/2019,09/15/2021,,03/21/2019,Ready For Review,03/21/2019,Approved,03/22/2019,,,Recommend Approval,05/15/2019,Recommendation Issued,05/15/2019,SWC Public Hearing,05/08/2019,Approved,06/17/2019,Approved,07/16/2019,Issued,07/16/2019
1026947-DCA,Active,COSITAS RICAS CORP.,,7919,ROOSEVELT AVE,JACKSON HTS,NY,11372,Enclosed,294,10,28,40729439,40.74763306897329,-73.88621445070882,403,25,http://www.cb3qn.nyc.gov/,6564-2020-RSWC,Enclosed,294,10,28,Pending Review,06/18/2020,07/18/2020,07/18/2020,06/18/2020,Ready For Review,06/18/2020,Issued Temp Op Letter,,Pending Review,06/18/2020,Pending Review,,Pending Review,,,,Pending Review,,Pending Review,,Pending Review,
1421245-DCA,Inactive,AURA LLC,MICKEY SPILLANE'S KITCHEN,350,W 49TH ST,NEW YORK,NY,10019,Unenclosed,209,8,21,41647682,40.762631102899306,-73.98858928529883,104,3,http://www.nyc.gov/mcb4,6860-2018-RSWC,Unenclosed,209,8,21,Application Review Completed,10/16/2018,04/15/2020,,04/18/2018,Ready For Review,04/18/2018,Approved,04/18/2018,Pending Review,04/18/2018,Review Period Expired,06/08/2018,Waived,06/08/2018,,,Review Period Expired,06/29/2018,Pending Review,,Issued,10/16/2018
1421052-DCA,Active,BOGMAN LLC,BEARDED LADY,686A,WASHINGTON AVE,BROOKLYN,NY,11238,Unenclosed,201,10,22,41578515,40.67743970535524,-73.96401617833622,308,35,http://www.brooklyncb8.org/,26530-2018-RSWC,Unenclosed,201,10,22,Application Review Completed,03/29/2019,12/15/2020,04/30/2019,11/07/2018,Ready For Review,11/19/2018,Approved,11/21/2018,,,Review Period Expired,01/10/2019,Waived,01/10/2019,,,Review Period Expired,01/31/2019,Approved,03/29/2019,Issued,03/29/2019
0931051-DCA,Active,"M.E.G.RESTAURANT ENTERPRISES,LTD.",NOVITA,102,E 22ND ST,NEW YORK,NY,10010,Unenclosed,163,4,12,40399817,40.73910837739333,-73.98637404391982,106,2,http://cbsix.org,18212-2019-RSWC,Unenclosed,163,4,12,Application Review Completed,09/12/2019,04/15/2021,,04/19/2019,Ready For Review,04/19/2019,Approved,04/22/2019,,,Recommend Approval,05/08/2019,Waived,06/11/2019,,,Review Period Expired,07/02/2019,Approved,09/12/2019,Issued,09/12/2019
