fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology
GSICX,Goldman Sachs International Equity ESG Fund Class C,Foreign Large Blend,Goldman Sachs,135870000,9.83,0.23,2,8/14/1997,Blend,Large,USD,1.99,1.01,1.62,98.38,0,0,0,0,14.5,1.56,1.77,6.2,"32,571.55",0,15.27,15.88,6.87,10.49,12.26,0,6.08,4.31,16.84,11.99
GSIEX,Goldman Sachs International Equity ESG Fund Institutional Class,Foreign Large Blend,Goldman Sachs,135870000,10.06,1.24,3,2/6/1996,Blend,Large,USD,0.9,1.01,1.62,98.38,0,0,0,0,14.5,1.56,1.77,6.2,"32,571.55",0,15.27,15.88,6.87,10.49,12.26,0,6.08,4.31,16.84,11.99
GSIFX,Goldman Sachs International Equity ESG Fund Class A,Foreign Large Blend,Goldman Sachs,135870000,9.99,1.32,2,11/30/1992,Blend,Large,USD,1.24,1.01,1.62,98.38,0,0,0,0,14.5,1.56,1.77,6.2,"32,571.55",0,15.27,15.88,6.87,10.49,12.26,0,6.08,4.31,16.84,11.99
GSIHX,Goldman Sachs GQG Partners International Opportunities Fund Class A,Foreign Large Growth,Goldman Sachs,2150000000,10.8,0.16,0,12/14/2016,Growth,Large,USD,1.28,1.13,6.42,91.27,0,1.18,1.13,0,18.83,3.04,3.31,13.56,"59,354.18",9.27,1.43,28.69,0.63,21.27,13.8,5.78,1.81,0.43,5.8,11.09
GSIIX,Goldman Sachs Equity Income Fund Institutional Class,Large Value,Goldman Sachs,360470000,10.94,2.15,3,6/2/1996,Value,Large,USD,0.73,1,0.49,99.51,0,0,0,0,16.45,2.38,2.02,8.67,"88,670.23",3.08,2.45,17.25,5.19,8.01,17.57,9.65,6.15,11.22,8.77,10.65
GSIKX,Goldman Sachs International Equity Income Fund Class Institutional,Foreign Large Blend,Goldman Sachs,51620000,10.88,3.2,3,6/24/2007,Value,Large,USD,0.85,1.01,1.2,98.8,0,0,0,0,14.7,1.64,1.49,6.32,"54,411.90",4.56,3.92,20.25,8.87,8.32,15.36,6.69,4.81,7.56,16.31,3.34
GSILX,Goldman Sachs GQG Partners International Opportunities Fund Class C,Foreign Large Growth,Goldman Sachs,2150000000,10.61,0,0,12/14/2016,Growth,Large,USD,2.03,1.13,6.42,91.27,0,1.18,1.13,0,18.83,3.04,3.31,13.56,"59,354.18",9.27,1.43,28.69,0.63,21.27,13.8,5.78,1.81,0.43,5.8,11.09
GSIMX,Goldman Sachs GQG Partners International Opportunities Fund Institutional Shares,Foreign Large Growth,Goldman Sachs,2150000000,10.94,0.48,0,12/14/2016,Growth,Large,USD,0.89,1.13,6.42,91.27,0,1.18,1.13,0,18.83,3.04,3.31,13.56,"59,354.18",9.27,1.43,28.69,0.63,21.27,13.8,5.78,1.81,0.43,5.8,11.09
GSINX,Goldman Sachs GQG Partners International Opportunities Fund Investor Shares,Foreign Large Growth,Goldman Sachs,2150000000,10.79,0.39,0,12/14/2016,Growth,Large,USD,1.03,1.13,6.42,91.27,0,1.18,1.13,0,18.83,3.04,3.31,13.56,"59,354.18",9.27,1.43,28.69,0.63,21.27,13.8,5.78,1.81,0.43,5.8,11.09
GSIOX,Goldman Sachs Small Cap Growth Insights Fund Institutional Class,Small Growth,Goldman Sachs,1090000000,16.21,0,4,6/24/2007,Growth,Small,USD,0.84,1.2,3.54,96.46,0,0,0,0,17.25,2.46,0.96,5.64,"2,002.05",5.26,18.35,8.11,2.91,3.65,24.91,0.05,1.84,2.62,12.62,19.67
GSIPX,Goldman Sachs Inflation Protected Securities Fund Institutional Shares,Inflation-Protected Bond,Goldman Sachs,410050000,3.29,1.84,4,8/30/2007,,,USD,0.34,0.81,3.68,0,96.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSIQX,Goldman Sachs GQG Partners International Opportunities Fund Class R,Foreign Large Growth,Goldman Sachs,2150000000,10.77,0.07,0,12/14/2016,Growth,Large,USD,1.53,1.13,6.42,91.27,0,1.18,1.13,0,18.83,3.04,3.31,13.56,"59,354.18",9.27,1.43,28.69,0.63,21.27,13.8,5.78,1.81,0.43,5.8,11.09
GSIRX,Goldman Sachs Emerging Markets Debt Fund Investor Class,Emerging Markets Bond,Goldman Sachs,1620000000,8.19,4.67,3,7/29/2010,,,USD,0.94,1.08,6.38,0,90.55,1.94,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSISX,Goldman Sachs International Equity ESG Fund Service Class,Foreign Large Blend,Goldman Sachs,135870000,9.98,1.18,2,11/30/1992,Blend,Large,USD,1.4,1.01,1.62,98.38,0,0,0,0,14.5,1.56,1.77,6.2,"32,571.55",0,15.27,15.88,6.87,10.49,12.26,0,6.08,4.31,16.84,11.99
GSITX,Goldman Sachs Small Cap Value Insights Fund Institutional Class,Small Value,Goldman Sachs,424880000,11.85,0.59,5,6/24/2007,Value,Small,USD,0.84,1.21,3.96,96.04,0,0,0,0,14.07,1.34,0.67,4.3,"1,592.94",5.08,13.68,25.78,13.7,3.86,5.72,5.92,1.05,5.02,10.44,9.74
GSIUX,Goldman Sachs Emerging Markets Debt Fund Class R6,Emerging Markets Bond,Goldman Sachs,1620000000,8.31,4.77,3,7/30/2015,,,USD,0.84,1.08,6.38,0,90.55,1.94,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSIWX,Goldman Sachs International Equity ESG Fund Class R6,Foreign Large Blend,Goldman Sachs,135870000,10.12,1.71,2,2/25/2016,Blend,Large,USD,0.89,1.01,1.62,98.38,0,0,0,0,14.5,1.56,1.77,6.2,"32,571.55",0,15.27,15.88,6.87,10.49,12.26,0,6.08,4.31,16.84,11.99
GSIYX,Goldman Sachs GQG Partners International Opportunities Fund Class R6,Foreign Large Growth,Goldman Sachs,2150000000,10.86,0.5,0,12/14/2016,Growth,Large,USD,0.87,1.13,6.42,91.27,0,1.18,1.13,0,18.83,3.04,3.31,13.56,"59,354.18",9.27,1.43,28.69,0.63,21.27,13.8,5.78,1.81,0.43,5.8,11.09
GSLAX,Goldman Sachs Large Cap Value Fund Class A,Large Value,Goldman Sachs,493160000,11.84,0.88,2,12/14/1999,Value,Large,USD,1.11,1,1.22,98.78,0,0,0,0,16.38,2.23,2.02,8.47,"88,863.91",2.98,6.53,20.33,4.98,7.26,15.96,6.33,6.37,9.45,7.88,11.93
GSLCX,Goldman Sachs Global Income Fund Class C Shares,World Bond,Goldman Sachs,616030000,3.39,0.71,3,8/14/1997,,,USD,1.78,0.91,2.78,0,87.83,0.09,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLIX,Goldman Sachs Large Cap Value Fund Institutional Class,Large Value,Goldman Sachs,493160000,11.89,1.13,2,12/14/1999,Value,Large,USD,0.79,1,1.22,98.78,0,0,0,0,16.38,2.23,2.02,8.47,"88,863.91",2.98,6.53,20.33,4.98,7.26,15.96,6.33,6.37,9.45,7.88,11.93
GSLLX,Goldman Sachs Flexible Cap Fund Investor Class,Large Growth,Goldman Sachs,18290000,14.14,1.01,3,1/30/2008,Growth,Large,USD,0.73,1.06,0.63,99.37,0,0,0,0,18.46,3.23,2.33,10.36,"94,083.39",1.59,10.93,15.42,1.95,8.01,15,3.26,4.92,5.33,10.13,23.46
GSMAX,Goldman Sachs Small/Mid Cap Growth Fund Class A,Mid-Cap Growth,Goldman Sachs,2040000000,19.75,0,3,6/29/2005,Growth,Medium,USD,1.24,1.19,4.04,95.96,0,0,0,0,26.17,4.44,3.33,19.66,"6,289.18",1.82,12.34,8.33,0,3.82,23.61,0,0.95,0.3,17.11,31.72
GSMCX,Goldman Sachs Mid Cap Value Fund Institutional Class,Mid-Cap Blend,Goldman Sachs,1280000000,14.8,0.75,3,7/31/1995,Blend,Medium,USD,0.83,1.06,2.27,97.73,0,0,0,0,17.6,2.02,1.84,9.66,"15,058.73",5.64,9.32,16.35,14.19,6.28,7.22,11.28,1.91,6.34,13.17,8.3
GSMEX,Goldman Sachs Dynamic Municipal Income Fund Service Class,Muni National Interm,Goldman Sachs,4400000000,2.87,2.54,5,8/14/1997,,,USD,0.92,0.75,3.55,0,96.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSMFX,GMO SGM Major Markets Fund Class III,Multialternative,GMO,1230000000,3.59,0.36,4,10/2/2011,,,USD,1,1.57,13.96,0,86.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSMGX,Goldman Sachs Small/Mid Cap Growth Fund Class C,Mid-Cap Growth,Goldman Sachs,2040000000,19.54,0,3,6/29/2005,Growth,Medium,USD,1.99,1.19,4.04,95.96,0,0,0,0,26.17,4.44,3.33,19.66,"6,289.18",1.82,12.34,8.33,0,3.82,23.61,0,0.95,0.3,17.11,31.72
GSMHX,GMO SGM Major Markets Fund Class VI,Multialternative,GMO,1230000000,3.59,0.41,3,11/30/2015,,,USD,0.91,1.57,13.96,0,86.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSMIX,Goldman Sachs Dynamic Municipal Income Fund Class A,Muni National Interm,Goldman Sachs,4400000000,2.92,2.7,5,7/19/1993,,,USD,0.76,0.75,3.55,0,96.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSMJX,GMO SGM Major Markets Fund Class IV,Multialternative,GMO,1230000000,3.6,0.39,4,10/25/2016,,,USD,0.95,1.57,13.96,0,86.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSMMX,Goldman Sachs Multi-Manager Alternatives Fund Institutional Class,Multialternative,Goldman Sachs,392170000,4.32,0,2,4/29/2013,Growth,Medium,USD,1.84,1.57,47.29,31.87,14.2,3.34,0.07,0,16.52,2.31,1.35,9.58,"12,580.92",6.88,15.42,12.02,0.18,5.46,16.36,1.32,2.37,11.74,15.31,12.93
GSMQX,Goldman Sachs Small/Mid Cap Growth Fund Service Class,Mid-Cap Growth,Goldman Sachs,2040000000,19.72,0,3,6/29/2005,Growth,Medium,USD,1.42,1.19,4.04,95.96,0,0,0,0,26.17,4.44,3.33,19.66,"6,289.18",1.82,12.34,8.33,0,3.82,23.61,0,0.95,0.3,17.11,31.72
GSMSX,Goldman Sachs Mid Cap Value Fund Service Class,Mid-Cap Blend,Goldman Sachs,1280000000,14.66,0.29,2,7/17/1997,Blend,Medium,USD,1.33,1.06,2.27,97.73,0,0,0,0,17.6,2.02,1.84,9.66,"15,058.73",5.64,9.32,16.35,14.19,6.28,7.22,11.28,1.91,6.34,13.17,8.3
GSMTX,Goldman Sachs Dynamic Municipal Income Fund Institutional Class,Muni National Interm,Goldman Sachs,4400000000,3.07,3.03,5,8/14/1997,,,USD,0.42,0.75,3.55,0,96.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSMUX,Goldman Sachs Dynamic Municipal Income Fund Class C,Muni National Interm,Goldman Sachs,4400000000,2.73,1.96,4,8/14/1997,,,USD,1.51,0.75,3.55,0,96.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSMVX,Goldman Sachs Small/Mid Cap Value Fund Institutional Class,Mid-Cap Blend,Goldman Sachs,120910000,13.61,0.29,3,1/30/2014,Blend,Medium,USD,0.84,1.06,2.76,97.24,0,0,0,0,16.83,1.88,1.55,8.71,"5,609.31",6.53,8.67,20.26,17.98,5.01,5.95,6.05,0.52,5.07,10.54,13.41
GSMYX,Goldman Sachs Small/Mid Cap Growth Fund Institutional Class,Mid-Cap Growth,Goldman Sachs,2040000000,19.89,0,4,6/29/2005,Growth,Medium,USD,0.92,1.19,4.04,95.96,0,0,0,0,26.17,4.44,3.33,19.66,"6,289.18",1.82,12.34,8.33,0,3.82,23.61,0,0.95,0.3,17.11,31.72
GSNIX,Goldman Sachs Bond Fund Institutional Shares,Intermediate-Term Bond,Goldman Sachs,460200000,4.25,2.94,4,11/29/2006,,,USD,0.45,0.76,3.63,0,91.26,1.23,0.02,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSNRX,Goldman Sachs Bond Fund Class R Shares,Intermediate-Term Bond,Goldman Sachs,460200000,4.11,2.37,3,11/29/2007,,,USD,1.04,0.76,3.63,0,91.26,1.23,0.02,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSNSX,Goldman Sachs Bond Fund Service Shares,Intermediate-Term Bond,Goldman Sachs,460200000,4.13,2.45,3,6/19/2007,,,USD,0.95,0.76,3.63,0,91.26,1.23,0.02,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSNTX,Goldman Sachs Bond Fund Investor Shares,Intermediate-Term Bond,Goldman Sachs,460200000,4.24,2.85,3,11/29/2007,,,USD,0.54,0.76,3.63,0,91.26,1.23,0.02,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSOCX,Goldman Sachs Government Income Fund Class C,Intermediate Government,Goldman Sachs,302950000,1.74,1.32,1,8/14/1997,,,USD,1.66,0.83,2.29,0,97.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSOFX,GMO Special Opportunities Fund Class VI,Multialternative,GMO,402370000,16.71,0,5,7/27/2014,Growth,Medium,USD,1.21,1.57,14.11,82.31,2.84,0.74,0,0,14.56,3.1,1.14,10.13,"8,802.64",4.07,40.49,32.6,5.67,0,0,0,0,0.01,0,17.17
GSOIX,Goldman Sachs Government Income Fund Institutional Class,Intermediate Government,Goldman Sachs,302950000,1.95,2.39,3,8/14/1997,,,USD,0.57,0.83,2.29,0,97.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSORX,Goldman Sachs Government Income Fund Class R,Intermediate Government,Goldman Sachs,302950000,1.87,1.81,2,11/29/2007,,,USD,1.16,0.83,2.29,0,97.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSOSX,Goldman Sachs Government Income Fund Service Class,Intermediate Government,Goldman Sachs,302950000,1.89,1.9,2,8/14/1997,,,USD,1.07,0.83,2.29,0,97.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSOTX,Goldman Sachs Government Income Fund Investor Class,Intermediate Government,Goldman Sachs,302950000,1.99,2.3,3,11/29/2007,,,USD,0.66,0.83,2.29,0,97.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSOUX,Goldman Sachs Government Income Fund Class R6,Intermediate Government,Goldman Sachs,302950000,1.95,2.4,3,7/30/2015,,,USD,0.56,0.83,2.29,0,97.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSPAX,Goldman Sachs U.S. Equity Dividend and Premium Fund Class A,Large Blend,Goldman Sachs,2980000000,11.55,1.61,3,8/30/2005,Blend,Large,USD,1.12,0.94,29.14,70.86,0,0,0,0,15.92,2.84,1.9,8.59,"106,953.57",2.3,11.02,14.12,1.95,7.38,14.24,3.56,4.58,6.07,10.43,24.35
GSPCX,Goldman Sachs Capital Growth Fund Class C,Large Growth,Goldman Sachs,885970000,14.53,0,3,8/14/1997,Growth,Large,USD,1.89,1.06,1.14,98.86,0,0,0,0,19.76,3.22,2.47,11.2,"81,926.32",4.35,10.45,14.45,3.52,7.1,15.44,3.07,3.6,5.15,9.17,23.69
GSPFX,Gotham Enhanced S&P 500 Index Fund Institutional Class,Large Blend,Gotham,3490000,13.23,1.58,0,12/29/2016,Value,Large,USD,0.5,0.94,0.7,99.3,0,0,0,0,12.65,2.72,1.63,10.88,"89,163.22",3.57,10.24,10.65,0.61,14.79,12.99,1.64,3.8,7.45,14.78,19.48
GSPIX,Goldman Sachs Capital Growth Fund Institutional Class,Large Growth,Goldman Sachs,885970000,14.86,0.21,3,8/14/1997,Growth,Large,USD,0.75,1.06,1.14,98.86,0,0,0,0,19.76,3.22,2.47,11.2,"81,926.32",4.35,10.45,14.45,3.52,7.1,15.44,3.07,3.6,5.15,9.17,23.69
GSPKX,Goldman Sachs U.S. Equity Dividend and Premium Fund Institutional Class,Large Blend,Goldman Sachs,2980000000,11.58,1.99,3,8/30/2005,Blend,Large,USD,0.74,0.94,29.14,70.86,0,0,0,0,15.92,2.84,1.9,8.59,"106,953.57",2.3,11.02,14.12,1.95,7.38,14.24,3.56,4.58,6.07,10.43,24.35
GSPQX,Goldman Sachs U.S. Equity Dividend and Premium Fund Class C,Large Blend,Goldman Sachs,2980000000,11.33,0.88,2,8/30/2005,Blend,Large,USD,1.87,0.94,29.14,70.86,0,0,0,0,15.92,2.84,1.9,8.59,"106,953.57",2.3,11.02,14.12,1.95,7.38,14.24,3.56,4.58,6.07,10.43,24.35
GSPRX,Goldman Sachs Capital Growth Fund Class R,Large Growth,Goldman Sachs,885970000,14.71,0,3,11/29/2007,Growth,Large,USD,1.39,1.06,1.14,98.86,0,0,0,0,19.76,3.22,2.47,11.2,"81,926.32",4.35,10.45,14.45,3.52,7.1,15.44,3.07,3.6,5.15,9.17,23.69
GSPSX,Goldman Sachs Capital Growth Fund Service Class,Large Growth,Goldman Sachs,885970000,14.71,0,3,8/14/1997,Growth,Large,USD,1.25,1.06,1.14,98.86,0,0,0,0,19.76,3.22,2.47,11.2,"81,926.32",4.35,10.45,14.45,3.52,7.1,15.44,3.07,3.6,5.15,9.17,23.69
GSPTX,Goldman Sachs Capital Growth Fund Investor Class,Large Growth,Goldman Sachs,885970000,14.86,0.17,3,11/29/2007,Growth,Large,USD,0.89,1.06,1.14,98.86,0,0,0,0,19.76,3.22,2.47,11.2,"81,926.32",4.35,10.45,14.45,3.52,7.1,15.44,3.07,3.6,5.15,9.17,23.69
GSPUX,Goldman Sachs Capital Growth Fund Class R6,Large Growth,Goldman Sachs,885970000,14.88,0.27,3,7/30/2015,Growth,Large,USD,0.74,1.06,1.14,98.86,0,0,0,0,19.76,3.22,2.47,11.2,"81,926.32",4.35,10.45,14.45,3.52,7.1,15.44,3.07,3.6,5.15,9.17,23.69
GSQRX,Goldman Sachs Small Cap Value Fund Class R,Small Blend,Goldman Sachs,5910000000,12.32,0,3,11/29/2007,Blend,Small,USD,1.58,1.15,2.39,97.61,0,0,0,0,15.29,1.54,1.31,6.85,"2,670.71",4.16,8.32,26.83,13.08,4.18,4.07,6.53,0.45,5.35,15.05,11.98
GSQTX,Goldman Sachs Small Cap Value Fund Investor Class,Small Blend,Goldman Sachs,5910000000,12.46,0.28,4,11/29/2007,Blend,Small,USD,1.08,1.15,2.39,97.61,0,0,0,0,15.29,1.54,1.31,6.85,"2,670.71",4.16,8.32,26.83,13.08,4.18,4.07,6.53,0.45,5.35,15.05,11.98
GSRAX,Goldman Sachs Rising Dividend Growth Fund Class A,Large Blend,Goldman Sachs,877750000,12.79,2.07,2,3/22/2004,Blend,Large,USD,1.1,0.94,1.73,98.27,0,0,0,0,16.15,2.94,1.13,10.69,"26,921.89",2.65,15.24,13.86,2.41,6.54,13.88,2.7,2.65,14.43,11.61,14.02
GSRCX,Goldman Sachs Rising Dividend Growth Fund Class C,Large Blend,Goldman Sachs,877750000,12.61,1.39,1,4/13/2005,Blend,Large,USD,1.85,0.94,1.73,98.27,0,0,0,0,16.15,2.94,1.13,10.69,"26,921.89",2.65,15.24,13.86,2.41,6.54,13.88,2.7,2.65,14.43,11.61,14.02
GSRFX,Goldman Sachs Rising Dividend Growth Fund Class R6,Large Blend,Goldman Sachs,877750000,12.91,2.34,2,2/27/2018,Blend,Large,USD,0.76,0.94,1.73,98.27,0,0,0,0,16.15,2.94,1.13,10.69,"26,921.89",2.65,15.24,13.86,2.41,6.54,13.88,2.7,2.65,14.43,11.61,14.02
GSRIX,Goldman Sachs Rising Dividend Growth Fund Investor Class,Large Blend,Goldman Sachs,877750000,12.82,2.21,2,2/26/2012,Blend,Large,USD,0.85,0.94,1.73,98.27,0,0,0,0,16.15,2.94,1.13,10.69,"26,921.89",2.65,15.24,13.86,2.41,6.54,13.88,2.7,2.65,14.43,11.61,14.02
GSRKX,Goldman Sachs International Equity Income Fund Class R,Foreign Large Blend,Goldman Sachs,51620000,10.69,2.91,3,11/29/2007,Value,Large,USD,1.49,1.01,1.2,98.8,0,0,0,0,14.7,1.64,1.49,6.32,"54,411.90",4.56,3.92,20.25,8.87,8.32,15.36,6.69,4.81,7.56,16.31,3.34
GSRLX,Goldman Sachs Rising Dividend Growth Fund Institutional Class,Large Blend,Goldman Sachs,877750000,12.89,2.33,2,3/20/2007,Blend,Large,USD,0.77,0.94,1.73,98.27,0,0,0,0,16.15,2.94,1.13,10.69,"26,921.89",2.65,15.24,13.86,2.41,6.54,13.88,2.7,2.65,14.43,11.61,14.02
GSROX,Goldman Sachs Small Cap Growth Insights Fund Class R,Small Growth,Goldman Sachs,1090000000,16.03,0,3,11/29/2007,Growth,Small,USD,1.48,1.2,3.54,96.46,0,0,0,0,17.25,2.46,0.96,5.64,"2,002.05",5.26,18.35,8.11,2.91,3.65,24.91,0.05,1.84,2.62,12.62,19.67
GSRPX,Goldman Sachs Inflation Protected Securities Fund Class R Shares,Inflation-Protected Bond,Goldman Sachs,410050000,3.1,1.45,2,11/29/2007,,,USD,0.93,0.81,3.68,0,96.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSRRX,Goldman Sachs Rising Dividend Growth Fund Class R,Large Blend,Goldman Sachs,877750000,12.78,1.84,1,2/26/2012,Blend,Large,USD,1.35,0.94,1.73,98.27,0,0,0,0,16.15,2.94,1.13,10.69,"26,921.89",2.65,15.24,13.86,2.41,6.54,13.88,2.7,2.65,14.43,11.61,14.02
GSRTX,Goldman Sachs Absolute Return Tracker Fund Investor Class,Multialternative,Goldman Sachs,2860000000,5.1,0.96,3,5/29/2008,Blend,Large,USD,0.92,1.57,56.78,19.7,15.91,0.63,0.06,0.31,12.71,2.01,1.3,7.1,"40,123.36",4.54,13.84,15.82,2.34,5.67,11.24,2.58,3.86,6.9,8.98,24.23
GSRUX,Goldman Sachs Inflation Protected Securities Fund Class R6 Shares,Inflation-Protected Bond,Goldman Sachs,410050000,3.3,1.85,3,7/30/2015,,,USD,0.33,0.81,3.68,0,96.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSSAX,Goldman Sachs Long Short Credit Strategies Fund Class R6,Long-Short Credit,Goldman Sachs,119950000,3.97,6.38,1,11/29/2017,Value,Small,USD,1.12,2.03,11.1,0.09,85.06,0.81,0,0,0,0.36,0.67,8.44,27.72,0,0,0,0,0,0,0,0,100,0,0
GSSCX,Goldman Sachs Small Cap Value Fund Class C,Small Blend,Goldman Sachs,5910000000,12.18,0,3,8/14/1997,Blend,Small,USD,2.08,1.15,2.39,97.61,0,0,0,0,15.29,1.54,1.31,6.85,"2,670.71",4.16,8.32,26.83,13.08,4.18,4.07,6.53,0.45,5.35,15.05,11.98
GSSDX,Goldman Sachs Short Duration Government Fund Class A,Short Government,Goldman Sachs,1000000000,0.87,2.15,2,4/30/1997,,,USD,0.82,0.74,22.03,0,77.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSSFX,Gotham Short Strategies Fund Institutional Shares,Bear Market,Gotham,28160000,-8,0,0,7/30/2017,Blend,Medium,USD,1.35,2.18,3.09,96.91,0,0,0,0,10.69,2.24,0.81,8.19,"9,843.59",1.8,25.74,1.25,0,7.64,13.67,0,1.34,0,23.19,25.37
GSSIX,Goldman Sachs Small Cap Value Fund Institutional Class,Small Blend,Goldman Sachs,5910000000,12.49,0.38,4,8/14/1997,Blend,Small,USD,0.94,1.15,2.39,97.61,0,0,0,0,15.29,1.54,1.31,6.85,"2,670.71",4.16,8.32,26.83,13.08,4.18,4.07,6.53,0.45,5.35,15.05,11.98
GSSMX,Goldman Sachs Small Cap Value Fund Class A,Small Blend,Goldman Sachs,5910000000,12.39,0.03,3,10/21/1992,Blend,Small,USD,1.33,1.15,2.39,97.61,0,0,0,0,15.29,1.54,1.31,6.85,"2,670.71",4.16,8.32,26.83,13.08,4.18,4.07,6.53,0.45,5.35,15.05,11.98
GSSQX,Goldman Sachs U.S. Equity Insights Fund Class A,Large Blend,Goldman Sachs,1690000000,13.03,0.34,3,5/23/1991,Blend,Large,USD,0.94,0.94,2.25,97.75,0,0,0,0,14.78,2.52,1.63,7.29,"60,706.95",1.62,10.09,18.83,2.5,5.1,18.67,5.99,0.08,5.88,8.86,22.39
GSSRX,Goldman Sachs Short Duration Income Fund Investor Class,Short-Term Bond,Goldman Sachs,696930000,2.72,2.68,3,2/28/2012,,,USD,0.54,0.75,5.39,0,92.11,0.06,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSSSX,Goldman Sachs Small Cap Value Fund Service Class,Small Blend,Goldman Sachs,5910000000,12.36,0,3,8/14/1997,Blend,Small,USD,1.44,1.15,2.39,97.61,0,0,0,0,15.29,1.54,1.31,6.85,"2,670.71",4.16,8.32,26.83,13.08,4.18,4.07,6.53,0.45,5.35,15.05,11.98
GSSUX,Goldman Sachs Small Cap Value Fund Class R6,Small Blend,Goldman Sachs,5910000000,12.5,0.39,3,7/30/2015,Blend,Small,USD,0.93,1.15,2.39,97.61,0,0,0,0,15.29,1.54,1.31,6.85,"2,670.71",4.16,8.32,26.83,13.08,4.18,4.07,6.53,0.45,5.35,15.05,11.98
GSTAX,Green Square Tax Exempt High Income Fund Institutional Class,High Yield Muni,Green Square Asset Management,97780000,3.81,5.91,0,9/14/2017,,,USD,0.75,0.93,9.29,0,90.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTCX,Goldman Sachs Short Duration Tax-Free Fund Class C,Muni National Short,Goldman Sachs,6640000000,1.24,1.04,2,8/14/1997,,,USD,1.09,0.64,4.35,0,95.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTGX,Goldman Sachs Short Duration Government Fund Institutional Class,Short Government,Goldman Sachs,1000000000,0.95,2.49,3,8/14/1988,,,USD,0.48,0.74,22.03,0,77.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTIX,Goldman Sachs Strategic Growth Fund Institutional Class,Large Growth,Goldman Sachs,166030000,16.88,0.19,3,5/23/1999,Growth,Large,USD,0.75,1.06,1.62,98.38,0,0,0,0,23.68,5.31,3.21,15.2,"119,635.16",2.63,14.9,8.57,0.79,5.64,16.27,0,2.37,1.94,9.08,37.82
GSTKX,Goldman Sachs International Equity Income Fund Investor Class,Foreign Large Blend,Goldman Sachs,51620000,10.85,3.29,3,11/29/2007,Value,Large,USD,0.99,1.01,1.2,98.8,0,0,0,0,14.7,1.64,1.49,6.32,"54,411.90",4.56,3.92,20.25,8.87,8.32,15.36,6.69,4.81,7.56,16.31,3.34
GSTOX,Goldman Sachs Small Cap Growth Insights Fund Investor Class,Small Growth,Goldman Sachs,1090000000,16.17,0,3,11/29/2007,Growth,Small,USD,0.98,1.2,3.54,96.46,0,0,0,0,17.25,2.46,0.96,5.64,"2,002.05",5.26,18.35,8.11,2.91,3.65,24.91,0.05,1.84,2.62,12.62,19.67
GSTPX,Goldman Sachs Inflation Protected Securities Fund Investor Shares,Inflation-Protected Bond,Goldman Sachs,410050000,3.29,1.76,3,11/29/2007,,,USD,0.43,0.81,3.68,0,96.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
