Animal_Id,animal_type,animal_breed,Kennel_Number,Kennel_Status,Tag_Type,Activity_Number,Activity_Sequence,Source_Id,Census_Tract,Council_District,intake_type,Intake_Subtype,Reason,Staff_Id,intake_date,intake_time,Due_Out,intake_condition,Hold_Request,Outcome_Type,Outcome_Date,Outcome_Time,Receipt_Number,Impound_Number,Service_Request_Number,Outcome_Condition,chip_status,Animal_Origin,Additional_Information,animal_stay_days,Month,Year,,,,
A1067646,DOG,GERM SHEPHERD,NMOMS 4,IMPOUNDED,,A19-172943,1,P9991704,9105,5,STRAY,AT LARGE,OTHER,RM1702,5/14/2019 0:00,10:47:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461109,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067647,DOG,GERM SHEPHERD,NMOMS 4,IMPOUNDED,,A19-172943,1,P9991704,9105,5,STRAY,AT LARGE,OTHER,SC1704,5/14/2019 0:00,10:47:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461110,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067643,DOG,GERM SHEPHERD,NMOMS 4,IMPOUNDED,,A19-172943,1,P9991704,9105,5,STRAY,AT LARGE,OTHER,RM1702,5/14/2019 0:00,10:47:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461105,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067642,DOG,GERM SHEPHERD,AD 042,AVAILABLE,,A19-172763,1,P9991195,9303,5,STRAY,AT LARGE,OTHRINTAKS,JO1195,5/14/2019 0:00,10:51:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461108,,,SCAN NO CHIP,FIELD,,8,FY2017,NEXT_FY,,,,
A1067687,DOG,LABRADOR RETR,AD 061,AVAILABLE,,A19-172813,1,P0883818,8701,8,STRAY,AT LARGE,OTHRINTAKS,AR1758,5/14/2019 0:00,13:34:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461153,,,SCAN NO CHIP,FIELD,,8,FY2017,NEXT_FY,,,,
A1067719,DOG,PIT BULL,AD 050,AVAILABLE,,,1,P0803351,4700,1,STRAY,AT LARGE,OTHRINTAKS,DL,5/14/2019 0:00,17:12:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461185,,,SCAN NO CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1067692,DOG,COCKER SPAN,STAR 5,UNAVAILABLE,,A19-173002,1,P9991772,406,2,STRAY,AT LARGE,OTHER,RO1772,5/14/2019 0:00,13:55:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,TRANSFER,,0:00:00,,K19-461158,,,SCAN NO CHIP,SWEEP,TAGGED,8,FY2017,NEXT_FY,,,,
A1067682,DOG,CHIHUAHUA SH,PSDOG 02,AVAILABLE,,A19-172994,1,P9991772,10000,2,STRAY,AT LARGE,OTHER,RO1772,5/14/2019 0:00,13:06:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461146,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067681,DOG,CHIHUAHUA SH,PSDOG 02,AVAILABLE,,A19-172994,1,P9991772,10000,2,STRAY,AT LARGE,OTHER,RO1772,5/14/2019 0:00,13:06:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461145,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067644,DOG,GERM SHEPHERD,NMOMS 4,IMPOUNDED,,A19-172943,1,P9991704,9105,5,STRAY,AT LARGE,OTHER,SC1704,5/14/2019 0:00,10:47:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461106,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067648,DOG,GERM SHEPHERD,NMOMS 4,IMPOUNDED,,A19-172943,1,P9991704,9105,5,STRAY,AT LARGE,OTHER,AS1579,5/14/2019 0:00,10:47:00,5/14/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461111,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067683,DOG,CHIHUAHUA SH,PSDOG 02,AVAILABLE,,A19-172994,1,P9991772,10000,2,STRAY,AT LARGE,OTHER,RO1772,5/14/2019 0:00,13:06:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,OTHER,,0:00:00,,K19-461147,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067689,DOG,RAT TERRIER,STAR 5,AVAILABLE,,,1,P0883910,19016,10,STRAY,AT LARGE,OTHRINTAKS,DL,5/14/2019 0:00,13:29:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461155,,,SCAN CHIP,OVER THE COUNTER,,8,FY2017,NEXT_FY,,,,
A1067694,DOG,PIT BULL,AD 034,AVAILABLE,,A19-173005,1,P9991213,11001,3,STRAY,CONFINED,OTHER,RV1213,5/14/2019 0:00,15:19:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461176,,,SCAN NO CHIP,FIELD,,8,FY2017,NEXT_FY,,,,
A1067640,DOG,GERM SHEPHERD,NMOMS 4,IMPOUNDED,,A19-172943,1,P9991704,9105,5,STRAY,AT LARGE,OTHER,SC1704,5/14/2019 0:00,10:47:00,5/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461103,,,SCAN NO CHIP,SWEEP,,8,FY2017,NEXT_FY,,,,
A1067830,DOG,CHIHUAHUA SH,STAR 5,AVAILABLE,,A19-173280,1,P0872180,12500,9,STRAY,AT LARGE,OTHER,AT1754,5/15/2019 0:00,16:20:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461334,,,SCAN NO CHIP,FIELD,IC16 - CC13,7,FY2017,NEXT_FY,,,,
A1067740,DOG,PIT BULL,AD 079,AVAILABLE,,A19-173073,1,P9991730,11702,5,STRAY,AT LARGE,OTHRINTAKS,EPOOLE,5/15/2019 0:00,4:05:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461212,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1067738,DOG,PIT BULL,AD 040,AVAILABLE,,A19-173080,1,P9991736,8900,4,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/15/2019 0:00,2:12:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461208,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1067832,DOG,PIT BULL,AD 071,AVAILABLE,,,1,P0830058,9802,6,STRAY,AT LARGE,OTHRINTAKS,CBM,5/15/2019 0:00,16:28:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461332,,,SCAN NO CHIP,OVER THE COUNTER,,7,FY2017,NEXT_FY,,,,
A1067856,DOG,GERM SHEPHERD,INJD 002,IMPOUNDED,,A19-173322,1,P9991765,11105,8,STRAY,AT LARGE,OTHRINTAKS,RK1765,5/15/2019 0:00,19:15:00,5/19/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RESCU ONLY,OTHER,,0:00:00,,K19-461359,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1067742,DOG,ALASKAN HUSKY,AD 052,AVAILABLE,,A19-172924,1,P0883860,8604,4,STRAY,CONFINED,OTHRINTAKS,TM1736,5/15/2019 0:00,6:45:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461216,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1067843,DOG,PARSON RUSS TER,LFD 137,AVAILABLE,,,1,P0591297,8705,8,STRAY,AT LARGE,OTHRINTAKS,AH,5/15/2019 0:00,17:44:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESCU ONLY,OTHER,,0:00:00,,K19-461346,,,SCAN NO CHIP,OVER THE COUNTER,LFD137 - DC13,7,FY2017,NEXT_FY,,,,
A1067824,DOG,PIT BULL,AD 013,AVAILABLE,,A19-173300,1,P9991765,8701,4,STRAY,AT LARGE,OTHRINTAKS,RK1765,5/15/2019 0:00,15:51:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461323,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1067774,DOG,LABRADOR RETR,INJD 015,IMPOUNDED,,,1,P0883064,9802,6,STRAY,AT LARGE,OTHRINTAKS,AH,5/15/2019 0:00,11:31:00,5/15/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461259,,,SCAN NO CHIP,OVER THE COUNTER,,7,FY2017,NEXT_FY,,,,
A1067808,DOG,CAIRN TERRIER,STAR 5,AVAILABLE,,A19-173271,1,P9991719,10902,3,STRAY,AT LARGE,OTHRINTAKS,JAS1719,5/15/2019 0:00,13:43:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461305,,,SCAN NO CHIP,FIELD,CC7,7,FY2017,NEXT_FY,,,,
A1009202,DOG,CHIHUAHUA SH,PCD 26,AVAILABLE,,,1,P0883993,12400,9,STRAY,AT LARGE,OTHRINTAKS,BW,5/15/2019 0:00,11:41:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESCU ONLY,OTHER,,0:00:00,,K19-461266,,,SCAN CHIP,OVER THE COUNTER,,7,FY2017,NEXT_FY,,,,
A1067807,DOG,LABRADOR RETR,AD 033,EU RISK,,A19-173271,1,P9991719,10902,3,STRAY,AT LARGE,OTHRINTAKS,JAS1719,5/15/2019 0:00,13:43:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461304,,,SCAN NO CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1060917,DOG,GERM SHEPHERD,AD 084,AVAILABLE,,A19-172952,1,P9991736,16605,8,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/15/2019 0:00,5:00:00,5/16/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461214,,,SCAN CHIP,FIELD,,7,FY2017,NEXT_FY,,,,
A1067887,DOG,PIT BULL,QD 26,UNAVAILABLE,,A19-173383,1,P9991736,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/20/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461391,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067900,DOG,LABRADOR RETR,LFD 039,AVAILABLE,,A19-173397,1,P9991759,16701,8,STRAY,AT LARGE,OTHER,MM1759,5/16/2019 0:00,10:00:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461409,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067928,DOG,PIT BULL,AD 007,AVAILABLE,,A19-173438,1,P9991195,9202,5,STRAY,AT LARGE,OTHRINTAKS,JO1195,5/16/2019 0:00,12:43:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461448,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067885,DOG,PIT BULL,QD 26,UNAVAILABLE,,A19-173383,1,P9991736,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/20/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461389,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067944,DOG,AUST CATTLE DOG,AD 035,AVAILABLE,,,1,P0827937,10602,6,STRAY,AT LARGE,OTHRINTAKS,BW,5/16/2019 0:00,14:20:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461464,,,SCAN NO CHIP,OVER THE COUNTER,AD35 - DC10,6,FY2017,NEXT_FY,,,,
A1067970,DOG,PIT BULL,AD 064,EU RISK,,A19-173508,1,P9991776,5901,4,STRAY,CONFINED,OTHRINTAKS,MR1776,5/16/2019 0:00,22:08:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461497,,,SCAN CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067883,DOG,ROTTWEILER,PUPS 4,UNAVAILABLE,,A19-173375,1,P9991730,9301,5,STRAY,AT LARGE,OTHRINTAKS,EPOOLE,5/16/2019 0:00,4:47:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,TRANSFER,,0:00:00,,K19-461385,,,SCAN NO CHIP,FIELD,TAGGED,6,FY2017,NEXT_FY,,,,
A1067942,DOG,PIT BULL,AD 065,AVAILABLE,,,1,P0884117,10803,3,STRAY,AT LARGE,OTHRINTAKS,IF,5/16/2019 0:00,13:59:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461462,,,SCAN NO CHIP,OVER THE COUNTER,,6,FY2017,NEXT_FY,,,,
A1067203,DOG,PIT BULL,QD 26,IMPOUNDED,,A19-171940,1,P0000000,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/19/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,QUARANTINE,OTHER,,0:00:00,,K19-461388,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067947,DOG,GREAT DANE,AD 048,AVAILABLE,,,1,P0818130,9301,5,STRAY,AT LARGE,OTHRINTAKS,BW,5/16/2019 0:00,14:38:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461468,,,SCAN NO CHIP,OVER THE COUNTER,,6,FY2017,NEXT_FY,,,,
A1067891,DOG,PIT BULL,QD 26,UNAVAILABLE,,A19-173383,1,P9991736,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/20/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461395,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067886,DOG,PIT BULL,QD 26,UNAVAILABLE,,A19-173383,1,P9991736,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/20/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461390,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067889,DOG,PIT BULL,QD 26,UNAVAILABLE,,A19-173383,1,P9991736,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/20/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461393,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067945,DOG,GERM SHEPHERD,AD 076,AVAILABLE,,A19-173446,1,P0884116,5600,4,STRAY,AT LARGE,OTHER,MM1759,5/16/2019 0:00,14:22:00,5/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461466,,,SCAN NO CHIP,FIELD,AD76 - DC14,6,FY2017,NEXT_FY,,,,
A1067890,DOG,PIT BULL,QD 26,UNAVAILABLE,,A19-173383,1,P9991736,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/20/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461394,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1040658,DOG,ENG FOXHOUND,LFSD 09,IMPOUNDED,,A19-173418,1,P9991171,20500,6,STRAY,AT LARGE,OTHRINTAKS,AV1171,5/16/2019 0:00,11:43:00,5/27/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461434,,,SCAN CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067888,DOG,PIT BULL,QD 26,UNAVAILABLE,,A19-173383,1,P9991736,11500,7,STRAY,AT LARGE,OTHRINTAKS,TM1736,5/16/2019 0:00,7:28:00,5/20/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-461392,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067993,DOG,AUST CATTLE DOG,LFD 044,AVAILABLE,,A19-173557,1,P9991772,10000,2,STRAY,AT LARGE,OTHER,RO1772,5/17/2019 0:00,11:31:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461528,,,SCAN CHIP,SWEEP,,5,FY2017,NEXT_FY,,,,
A1067990,DOG,PIT BULL,AD 067,AVAILABLE,,A19-173561,1,P0884191,401,2,STRAY,CONFINED,OTHRINTAKS,AR1758,5/17/2019 0:00,11:20:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461525,,,SCAN NO CHIP,FIELD,AD67 - DC13,5,FY2017,NEXT_FY,,,,
A1068025,DOG,CHIHUAHUA SH,INJD 013,IMPOUNDED,,A19-173606,1,P9991772,9104,5,STRAY,AT LARGE,OTHER,RO1772,5/17/2019 0:00,14:31:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESCU ONLY,OTHER,,0:00:00,,K19-461570,,,SCAN NO CHIP,SWEEP,,5,FY2017,NEXT_FY,,,,
A1068065,DOG,LABRADOR RETR,LFD 043,AVAILABLE,,A19-173647,1,P9991748,19900,1,STRAY,AT LARGE,OTHRINTAKS,MM1748,5/17/2019 0:00,19:42:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461618,,,SCAN NO CHIP,FIELD,LFD43 - DC2,5,FY2017,NEXT_FY,,,,
A1062061,DOG,PIT BULL,LFD 077,IMPOUNDED,,A19-173609,1,P9991748,8703,4,STRAY,CONFINED,OTHRINTAKS,MM1748,5/17/2019 0:00,15:17:00,5/27/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461578,,,SCAN CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1068068,DOG,ALASKAN HUSKY,LFD 064,AVAILABLE,,A19-173652,1,P9991768,17102,8,STRAY,CONFINED,OTHRINTAKS,ER1768,5/17/2019 0:00,20:54:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461621,,,SCAN NO CHIP,FIELD,LFD64 - DC6,5,FY2017,NEXT_FY,,,,
A1058184,DOG,PIT BULL,LFD 068,IMPOUNDED,,A19-173609,1,P9991748,8703,4,STRAY,CONFINED,OTHRINTAKS,MM1748,5/17/2019 0:00,15:17:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461579,,,SCAN CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1068064,DOG,AUST CATTLE DOG,QD 02,EU RISK,,A19-173707,1,P9991748,4900,4,STRAY,QUARANTINE,BEHAVIOR,MM1748,5/17/2019 0:00,18:05:00,5/28/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,QUARANTINE,OTHER,,0:00:00,,K19-461614,,,SCAN NO CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1068019,DOG,LABRADOR RETR,AD 057,AVAILABLE,,,1,P0884228,11702,5,STRAY,AT LARGE,OTHRINTAKS,IF,5/17/2019 0:00,13:48:00,5/17/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461562,,,SCAN NO CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1067978,DOG,PIT BULL,AD 059,AVAILABLE,,A19-173530,1,P0873209,,,STRAY,AT LARGE,OTHER,MM1759,5/17/2019 0:00,8:40:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461506,,,SCAN NO CHIP,FIELD,AD59 - DC3,5,FY2017,NEXT_FY,,,,
A1045737,DOG,ALASKAN HUSKY,LFD 063,IMPOUNDED,,,1,P0770278,5300,1,STRAY,AT LARGE,OTHRINTAKS,CBM,5/17/2019 0:00,18:04:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461615,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1067997,DOG,PIT BULL,FREEZER,UNAVAILABLE,,A19-173564,1,P9991171,12400,9,STRAY,AT LARGE,OTHRINTAKS,AV1171,5/17/2019 0:00,12:29:00,5/28/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,HOLD NOTIFY,DIED,,0:00:00,,K19-461538,,,SCAN CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1062580,DOG,GREAT DANE,LFD 029,IMPOUNDED,,,1,P0884200,8500,7,STRAY,AT LARGE,OTHRINTAKS,IF,5/17/2019 0:00,11:45:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461533,,,SCAN CHIP,OVER THE COUNTER,,5,FY2017,NEXT_FY,,,,
A1068067,DOG,LABRADOR RETR,LFD 078,AVAILABLE,,A19-173635,1,P9991765,12500,9,STRAY,CONFINED,OTHRINTAKS,RK1765,5/17/2019 0:00,20:50:00,5/19/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461620,,,SCAN NO CHIP,FIELD,LFD78 - CC9,5,FY2017,NEXT_FY,,,,
A1068066,DOG,PIT BULL,LFD 066,AVAILABLE,,A19-173649,1,P9991768,5902,4,STRAY,AT LARGE,OTHRINTAKS,ER1768,5/17/2019 0:00,19:55:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461619,,,SCAN NO CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1068040,DOG,GERM SHEPHERD,LFD 067,AVAILABLE,,A19-173625,1,P9991748,8703,4,STRAY,AT LARGE,OTHRINTAKS,MM1748,5/17/2019 0:00,15:45:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461588,,,SCAN NO CHIP,FIELD,LFD67 - DC25,5,FY2017,NEXT_FY,,,,
A1037150,DOG,CHIHUAHUA SH,LFD 056,IMPOUNDED,,A19-173705,1,P9991184,17001,8,STRAY,AT LARGE,OTHER,DL 1763,5/18/2019 0:00,10:40:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461656,,,SCAN CHIP,SWEEP,,4,FY2017,NEXT_FY,,,,
A1068121,DOG,PIT BULL,LFD 162,AVAILABLE,,A19-173703,1,P0884326,3700,7,STRAY,AT LARGE,OTHRINTAKS,AV1171,5/18/2019 0:00,12:02:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461684,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
A1068160,DOG,PIT BULL,LFD 072,IMPOUNDED,,,1,P0884396,10701,3,STRAY,AT LARGE,OTHRINTAKS,DL,5/18/2019 0:00,15:04:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461725,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068111,DOG,PIT BULL,LFD 071,IMPOUNDED,,,1,P0672371,8704,3,STRAY,AT LARGE,OTHRINTAKS,IF,5/18/2019 0:00,11:06:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461672,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068093,DOG,GREAT PYRENEES,LFD 074,AVAILABLE,,,1,P0884324,3400,7,STRAY,AT LARGE,OTHRINTAKS,CBM,5/18/2019 0:00,10:13:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461652,,,SCAN NO CHIP,OVER THE COUNTER,,4,FY2017,NEXT_FY,,,,
A1068092,DOG,ENG COCKER SPAN,CC 01,IMPOUNDED,,,1,P0884324,3400,7,STRAY,AT LARGE,OTHRINTAKS,CBM,5/18/2019 0:00,10:13:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,ADOPTION,,0:00:00,R19-547912,K19-461651,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,OVER THE COUNTER,ADOPT PENDING,4,FY2017,NEXT_FY,,,,
A1068127,DOG,PIT BULL,LFD 150,IMPOUNDED,,A19-173714,1,P0884286,11200,4,STRAY,AT LARGE,OTHER,MM1759,5/18/2019 0:00,12:19:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-461693,,,SCAN NO CHIP,FIELD,,4,FY2017,NEXT_FY,,,,
