mission,company,location,date,time,rocket,price,successful
FalconSat-2,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",3/24/2006,21:30:00,Falcon 1,4510000,FALSE
Spainsat & Hot Bird 7A,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",3/11/2006,22:33:00,Ariane 5 ECA,20340000,TRUE
New Horizons,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",1/19/2006,19:00:00,Atlas V 551,2490000,TRUE
INSAT-4A & MSG-2,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12/21/2005,23:33:00,Ariane 5 GS,21130000,TRUE
Spaceway-2 & Telkom-2,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",11/16/2005,23:46:00,Ariane 5 ECA,12200000,TRUE
Syracuse 3A & Galaxy 15,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",10/13/2005,22:32:00,Ariane 5 GS,11200000,TRUE
Streak (STP-R1),Northrop,"SLC-8, Vandenberg AFB, California, USA",9/22/2005,19:24:00,Minotaur I,5210000,TRUE
Mars Reconnaissance Orbiter,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",8/12/2005,11:43:00,Atlas V 401,16050000,TRUE
iPStar-1,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",8/11/2005,8:20:00,Ariane 5 GS,7550000,TRUE
STS-114,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/26/2005,14:39:00,Space Shuttle Discovery,1880000,TRUE
Cartosat-1 & HAMSAT,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",5/5/2005,4:45:00,PSLV-G,15760000,TRUE
DART,Northrop,"Stargazer, Vandenberg AFB, California, USA",4/15/2005,17:27:00,Pegasus XL,14010000,TRUE
XSS-11,Northrop,"SLC-8, Vandenberg AFB, California, USA",4/11/2005,13:35:00,Minotaur I,8780000,TRUE
Inmarsat-4 F1,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",3/11/2005,21:42:00,Atlas V 431,22480000,TRUE
"XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2/12/2005,21:03:00,Ariane 5 ECA,20950000,TRUE
"Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12/18/2004,16:26:00,Ariane 5 G+,4700000,TRUE
AMC-16,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",12/17/2004,12:07:00,Atlas V 521,23010000,TRUE
GSAT-3,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",9/20/2004,10:31:00,GSLV Mk I,23880000,TRUE
Anik F2,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",7/18/2004,0:44:00,Ariane 5 G+,24600000,TRUE
ROCSAT-2,Northrop,"SLC-576E, Vandenberg AFB, California, USA",5/20/2004,17:47:00,Minotaur C (Taurus),15630000,TRUE
AMC-11,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/19/2004,22:22:00,Atlas IIAS,18500000,TRUE
Superbird 6,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",4/16/2004,0:45:00,Atlas IIAS,8320000,TRUE
MBSat,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",3/13/2004,5:40:00,Atlas IIIA,24960000,TRUE
Rosetta & Philae,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",3/2/2004,7:17:00,Ariane 5 G+,17480000,TRUE
AMC-10,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2/5/2004,23:46:00,Atlas IIAS,7490000,TRUE
RESOURCESAT-1 (IRS-P6),ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",10/17/2003,4:52:00,PSLV-G,1220000,TRUE
"Insat 3E, eBird-1, SMART-1",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",9/27/2003,23:14:00,Ariane 5 G,5200000,TRUE
SCISAT-1,Northrop,"Stargazer, Vandenberg AFB, California, USA",8/13/2003,2:09:00,Pegasus XL,1630000,TRUE
Rainbow 1,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",7/17/2003,23:45:00,Atlas V 521,23810000,TRUE
OrbView-3,Northrop,"Stargazer, Vandenberg AFB, California, USA",6/26/2003,18:55:00,Pegasus XL,5280000,TRUE
Optus C1 & BSAT-2c,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",6/11/2003,22:38:00,Ariane 5 G,23920000,TRUE
HellasSat-2,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",5/13/2003,22:10:00,Atlas V 401,14790000,TRUE
GSAT-2,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",5/8/2003,11:28:00,GSLV Mk I,18210000,TRUE
GALEX,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",4/28/2003,12:00:00,Pegasus XL,17340000,TRUE
AsiaSat 4,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",4/12/2003,0:47:00,Atlas IIIB,3520000,TRUE
INSAT-3A & Galaxy 12,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",4/9/2003,22:52:00,Ariane 5 G,3800000,TRUE
Intelsat 907,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/15/2003,7:00:00,Ariane 44L,16290000,TRUE
SORCE,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",1/25/2003,20:13:00,Pegasus XL,22370000,TRUE
STS-107,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/16/2003,15:39:00,Space Shuttle Columbia,18810000,FALSE
NSS-6,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/17/2002,23:04:00,Ariane 44L,14330000,TRUE
"Hot Bird 7, Stentor, MFD-A, MFD-B",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12/11/2002,22:22:00,Ariane 5 ECA,19470000,FALSE
STS-113,NASA,"LC-39A, Kennedy Space Center, Florida, USA",11/24/2002,0:49:00,Space Shuttle Endeavour,12560000,TRUE
STS-112,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/7/2002,19:45:00,Space Shuttle Atlantis,8930000,TRUE
Hispasat 1D,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",9/18/2002,22:04:00,Atlas IIAS,15230000,TRUE
C4 - MetSat-1 (Kalpana-1),ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",9/12/2002,10:23:00,PSLV-G,3380000,TRUE
Intelsat 906,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/6/2002,6:44:00,Ariane 44L,3890000,TRUE
"Atlantic Bird 1, MSG-1, MFD",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",8/28/2002,22:45:00,Ariane 5 G,13240000,TRUE
Hot Bird 6,ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",8/21/2002,22:05:00,Atlas V 401,23990000,TRUE
"SPOT-5, IDEFIX",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",7/5/2002,23:02:00,Ariane 42P,7220000,TRUE
Stellat-5 & NStar-C,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",7/2/2002,23:22:00,Ariane 5 G,19080000,TRUE
STS-111,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/5/2002,21:22:00,Space Shuttle Endeavour,3700000,TRUE
Intelsat 905,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/5/2002,6:44:00,Ariane 44L,22800000,TRUE
NSS-7,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/16/2002,23:02:00,Ariane 44L,4050000,TRUE
STS-110,NASA,"LC-39B, Kennedy Space Center, Florida, USA",4/8/2002,20:44:00,Space Shuttle Atlantis,10620000,TRUE
"Astra 3A, JCSAT-8",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/29/2002,1:29:00,Ariane 44L,4380000,TRUE
STS-109,NASA,"LC-39A, Kennedy Space Center, Florida, USA",3/1/2002,11:22:00,Space Shuttle Columbia,3230000,TRUE
Envisat,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",3/1/2002,1:07:00,Ariane 5 G,21040000,TRUE
Intelsat 904,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/23/2002,6:59:00,Ariane 44L,8440000,TRUE
EchoStar VII,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/21/2002,12:43:00,Atlas IIIB,4480000,TRUE
RHESSI,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2/5/2002,20:58:00,Pegasus XL,7100000,TRUE
Insat 3C,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/23/2002,23:46:00,Ariane 42L,23860000,TRUE
STS-108,NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/5/2001,22:19:00,Space Shuttle Endeavour,18660000,TRUE
DirecTV-4S,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/27/2001,5:59:00,Ariane 44LP,21020000,TRUE
"TES, BIRD & PROBA",ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",10/22/2001,10:23:00,PSLV-G,4740000,TRUE
Atlantic Bird 2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/25/2001,23:21:00,Ariane 44P,3500000,TRUE
Orbview-4/QuikTOMS,Northrop,"SLC-576E, Vandenberg AFB, California, USA",9/21/2001,18:49:00,Minotaur C (Taurus),20950000,FALSE
Intelsat 902,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/30/2001,6:46:00,Ariane 44L,7500000,TRUE
STS-105,NASA,"LC-39A, Kennedy Space Center, Florida, USA",8/10/2001,21:10:00,Space Shuttle Discovery,10400000,TRUE
Artemis & BSAT-2b,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",7/12/2001,21:58:00,Ariane 5 G,24190000,FALSE
STS-104,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/12/2001,9:03:00,Space Shuttle Atlantis,9830000,TRUE
ICO F2,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",6/19/2001,4:41:00,Atlas IIAS,19320000,TRUE
Intelsat 901,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/9/2001,6:45:00,Ariane 44L,24850000,TRUE
STS-100,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/19/2001,18:40:00,Space Shuttle Endeavour,18490000,TRUE
GSAT-1,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",4/18/2001,10:13:00,GSLV Mk I,18110000,FALSE
Eurobird-1 & BSat-2a,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",3/8/2001,22:51:00,Ariane 5 G,15270000,TRUE
STS-102,NASA,"LC-39B, Kennedy Space Center, Florida, USA",3/8/2001,11:42:00,Space Shuttle Discovery,2800000,TRUE
STS-98,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/7/2001,23:13:00,Space Shuttle Atlantis,4150000,TRUE
"Sicral-1, Skynet 4F",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/7/2001,23:05:00,Ariane 44L,8560000,TRUE
Turksat 2A,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/10/2001,22:09:00,Ariane 44P,7390000,TRUE
"Astra 2D, GE-8, LDREX",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12/20/2000,0:26:00,Ariane 5 G,24460000,TRUE
STS-97,NASA,"LC-39B, Kennedy Space Center, Florida, USA",11/30/2000,3:06:00,Space Shuttle Endeavour,19080000,TRUE
Anik F1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/21/2000,23:56:00,Ariane 44L,17090000,TRUE
"PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",11/16/2000,1:07:00,Ariane 5 G,19690000,TRUE
EuropeStar F1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/29/2000,5:59:00,Ariane 44LP,8120000,TRUE
STS-92,NASA,"LC-39A, Kennedy Space Center, Florida, USA",10/11/2000,23:17:00,Space Shuttle Discovery,10080000,TRUE
HETE 2,Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",10/9/2000,5:38:00,Pegasus,4840000,TRUE
N-SAT 110,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/6/2000,23:00:00,Ariane 42L,14310000,TRUE
Astra 2B & GE-7,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",9/14/2000,22:54:00,Ariane 5 G,11320000,TRUE
STS-106,NASA,"LC-39B, Kennedy Space Center, Florida, USA",9/8/2000,12:45:00,Space Shuttle Atlantis,19170000,TRUE
Eutelsat W1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/6/2000,22:33:00,Ariane 44P,12210000,TRUE
"Brasilsat B4, Nilesat 102",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/17/2000,23:16:00,Ariane 44LP,22910000,TRUE
MightySat 2.1,Northrop,"SLC-8, Vandenberg AFB, California, USA",7/19/2000,20:09:00,Minotaur I,14860000,TRUE
Echostar 6,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",7/14/2000,5:21:00,Atlas IIAS,2280000,TRUE
TSX-5,Northrop,"Stargazer, Vandenberg AFB, California, USA",6/7/2000,13:19:00,Pegasus XL,15250000,TRUE
Eutelsat W4,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",5/24/2000,23:10:00,Atlas IIIA,17900000,TRUE
STS-101,NASA,"LC-39A, Kennedy Space Center, Florida, USA",5/19/2000,10:11:00,Space Shuttle Atlantis,23350000,TRUE
Galaxy 4R,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",4/19/2000,0:29:00,Ariane 42L,4970000,TRUE
INSAT-3B & AsiaStar,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",3/21/2000,23:28:00,Ariane 5 G,17540000,TRUE
Multispectral Thermal Imager (MTI),Northrop,"SLC-576E, Vandenberg AFB, California, USA",3/12/2000,9:29:00,Minotaur C (Taurus),19200000,TRUE
Superbird 4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/18/2000,1:04:00,Ariane 44LP,13550000,TRUE
STS-99,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/11/2000,16:43:00,Space Shuttle Endeavour,17530000,TRUE
Hispasat 1C,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/3/2000,23:30:00,Atlas IIAS,13920000,TRUE
JAWSat,Northrop,"SLC-8, Vandenberg AFB, California, USA",1/27/2000,3:03:00,Minotaur I,2150000,TRUE
Galaxy 10R,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/25/2000,1:04:00,Ariane 42L,12920000,TRUE
KOMPSAT & ACRIMSAT,Northrop,"SLC-576E, Vandenberg AFB, California, USA",12/31/1999,7:13:00,Minotaur C (Taurus),24220000,TRUE
Galaxy-11,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/22/1999,0:50:00,Ariane 44L,7850000,TRUE
STS-103,NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/20/1999,0:50:00,Space Shuttle Discovery,1780000,TRUE
XMM-Newton,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12/10/1999,14:32:00,Ariane 5 G,16800000,TRUE
Orbcomm D1-D8,Northrop,"Stargazer, Vandenberg AFB, California, USA",12/4/1999,18:53:00,Pegasus XL/HAPS,10210000,TRUE
Helios 1B & Cl??mentine,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/3/1999,16:22:00,Ariane 40,12290000,TRUE
GE-4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/13/1999,22:54:00,Ariane 44LP,20200000,TRUE
Orion 2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/19/1999,6:22:00,Ariane 44LP,21950000,TRUE
Telstar 7,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/25/1999,6:29:00,Ariane 44LP,21820000,TRUE
Echostar 5,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",9/23/1999,6:02:00,Atlas IIAS,16190000,TRUE
Koreasat-3,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/4/1999,22:34:00,Ariane 42P,18020000,TRUE
Telkom-1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/12/1999,22:52:00,Ariane 42P,15110000,TRUE
STS-93,NASA,"LC-39B, Kennedy Space Center, Florida, USA",7/23/1999,4:31:00,Space Shuttle Columbia,19870000,TRUE
"IRS-P4, DLR-Tubsat, & Kitsat-3",ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",5/29/1999,11:52:00,PSLV-G,3990000,TRUE
STS-96,NASA,"LC-39B, Kennedy Space Center, Florida, USA",5/27/1999,10:49:00,Space Shuttle Discovery,9130000,TRUE
TERRIERS & MUBLCOM,Northrop,"Stargazer, Vandenberg AFB, California, USA",5/18/1999,5:09:00,Pegasus XL/HAPS,1050000,TRUE
Eutelsat W3,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",4/12/1999,22:50:00,Atlas IIAS,10660000,TRUE
Insat-2E,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/2/1999,22:03:00,Ariane 42P,16230000,TRUE
WIRE,Northrop,"Stargazer, Vandenberg AFB, California, USA",3/5/1999,2:56:00,Pegasus XL,23250000,TRUE
"Arabsat-3A, Skynet 4E",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/26/1999,22:44:00,Ariane 44L,17090000,TRUE
JCSAT-6,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2/16/1999,1:45:00,Atlas IIAS,23540000,TRUE
Panamsat-6B,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/22/1998,1:08:00,Ariane 42L,7900000,TRUE
SWAS,Northrop,"Stargazer, Vandenberg AFB, California, USA",12/6/1998,0:57:00,Pegasus XL,21290000,TRUE
Satmex 5,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/6/1998,0:43:00,Ariane 42L,8610000,TRUE
STS-88,NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/4/1998,8:35:00,Space Shuttle Endeavour,4880000,TRUE
STS-95,NASA,"LC-39B, Kennedy Space Center, Florida, USA",10/29/1998,19:19:00,Space Shuttle Discovery,21850000,TRUE
"Afristar, GE-5",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/28/1998,22:15:00,Ariane 44L,11570000,TRUE
SCD-2,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",10/22/1998,0:02:00,Pegasus,24620000,TRUE
MaqSat 3 & ARD,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",10/21/1998,16:37:00,Ariane 5 G,4130000,TRUE
Hot Bird 5,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/9/1998,22:50:00,Atlas IIA,8370000,TRUE
"Eutelsat W2, Sirius-3",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/5/1998,22:51:00,Ariane 44L,2230000,TRUE
STEX (NROL-8),Northrop,"SLC-576E, Vandenberg AFB, California, USA",10/3/1998,10:04:00,Minotaur C (Taurus),5410000,TRUE
Orbcomm C1 - C8,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",9/23/1998,5:06:00,Pegasus XL/HAPS,24850000,TRUE
Panamsat-7,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/16/1998,6:31:00,Ariane 44LP,4270000,TRUE
ST-1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/25/1998,23:07:00,Ariane 44P,17530000,TRUE
Orbcomm B1 - B8,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",8/2/1998,16:24:00,Pegasus XL/HAPS,2160000,TRUE
Intelsat 805,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",6/18/1998,22:48:00,Atlas IIAS,5430000,TRUE
STS-91,NASA,"LC-39A, Kennedy Space Center, Florida, USA",6/2/1998,22:06:00,Space Shuttle Discovery,22120000,TRUE
"Nilesat-101, BSAT-1B",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/28/1998,22:53:00,Ariane 44P,16490000,TRUE
STS-90,NASA,"LC-39B, Kennedy Space Center, Florida, USA",4/17/1998,18:19:00,Space Shuttle Columbia,16920000,TRUE
TRACE,Northrop,"Stargazer, Vandenberg AFB, California, USA",4/2/1998,16:24:00,Pegasus XL,4840000,TRUE
SPOT-4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/24/1998,1:46:00,Ariane 40,20440000,TRUE
Intelsat 806,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/28/1998,0:21:00,Atlas IIAS,10680000,TRUE
Hot Bird 4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/27/1998,22:38:00,Ariane 42P,17720000,TRUE
SNOE & BATSAT,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",2/26/1998,7:07:00,Pegasus XL,13020000,TRUE
GFO & Orbcomm 11 and 12,Northrop,"SLC-576E, Vandenberg AFB, California, USA",2/10/1998,13:20:00,Minotaur C (Taurus),23410000,TRUE
"Brasilsat B3, Inmarsat-3 F5",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2/4/1998,23:29:00,Ariane 44LP,24610000,TRUE
STS-89,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1/22/1998,2:48:00,Space Shuttle Endeavour,5360000,TRUE
PAS-22,ILS,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",12/24/1997,23:19:00,Proton K/Block DM-3,19190000,FALSE
Orbcomm A1-A8,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",12/23/1997,19:11:00,Pegasus XL/HAPS,14640000,TRUE
Intelsat 804,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/22/1997,0:16:00,Ariane 42L,2460000,TRUE
"Sirius-2, Cakrawarta-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/12/1997,21:48:00,Ariane 44L,8920000,TRUE
Galaxy 8i,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/8/1997,23:52:00,Atlas IIAS,5330000,TRUE
"JCSAT-5, Equator S",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/2/1997,22:52:00,Ariane 44P,13140000,TRUE
STS-87,NASA,"LC-39B, Kennedy Space Center, Florida, USA",11/19/1997,19:46:00,Space Shuttle Columbia,15730000,TRUE
"MaqSat-H, TEAMSAT, MaqSat-B, YES",ESA,"ELA-3, Guiana Space Centre, French Guiana, France",10/30/1997,13:43:00,Ariane 5 G,6960000,FALSE
STEP-4,Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA",10/22/1997,13:13:00,Pegasus XL,3110000,TRUE
Echostar 3,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/5/1997,21:01:00,Atlas IIAS,23020000,TRUE
IRS-1D,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",9/29/1997,10:20:00,PSLV-G,9290000,FALSE
STS-86,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/25/1997,14:34:00,Space Shuttle Atlantis,9860000,TRUE
Intelsat 803,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/23/1997,23:58:00,Ariane 44LP,3840000,TRUE
GE-3,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",9/4/1997,12:03:00,Atlas IIAS,12790000,TRUE
"Hot Bird 3, Meteosat 7",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/2/1997,22:21:00,Ariane 44LP,5730000,TRUE
FORTE,Northrop,"Stargazer, Vandenberg AFB, California, USA",8/29/1997,15:02:00,Pegasus XL,7650000,TRUE
Panamsat-6,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/8/1997,6:46:00,Ariane 44P,13940000,TRUE
STS-85,NASA,"LC-39A, Kennedy Space Center, Florida, USA",8/7/1997,14:41:00,Space Shuttle Discovery,6570000,TRUE
OrbView-2,Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria",8/1/1997,20:20:00,Pegasus XL,24500000,TRUE
Superbird C,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",7/28/1997,1:15:00,Atlas IIAS,11130000,TRUE
STS-94,NASA,"LC-39A, Kennedy Space Center, Florida, USA",7/1/1997,18:02:00,Space Shuttle Columbia,6840000,TRUE
Intelsat 802,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/25/1997,23:44:00,Ariane 44P,6280000,TRUE
"Inmarsat 3 F4, Insat 2D",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",6/3/1997,23:20:00,Ariane 44L,19660000,TRUE
STS-84,NASA,"LC-39A, Kennedy Space Center, Florida, USA",5/15/1997,8:07:00,Space Shuttle Atlantis,2040000,TRUE
MiniSat & Celestis space burial,Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria",4/21/1997,11:59:00,Pegasus XL,3380000,TRUE
"Thaicom 3, BSAT 1a",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",4/16/1997,23:08:00,Ariane 44LP,11660000,TRUE
STS-83,NASA,"LC-39A, Kennedy Space Center, Florida, USA",4/4/1997,19:20:00,Space Shuttle Columbia,10450000,TRUE
Tempo 2,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/8/1997,6:01:00,Atlas IIA,10090000,TRUE
Intelsat 801,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",3/1/1997,1:07:00,Ariane 44P,24520000,TRUE
JCSAT-4,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2/17/1997,1:42:00,Atlas IIAS,15760000,TRUE
STS-82,NASA,"LC-39A, Kennedy Space Center, Florida, USA",2/11/1997,8:55:00,Space Shuttle Discovery,1320000,TRUE
"GE-2, Nahuel 1A",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1/30/1997,22:04:00,Ariane 44L,11460000,TRUE
STS-81,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1/12/1997,9:27:00,Space Shuttle Atlantis,20300000,TRUE
Inmarsat 3-F3,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",12/18/1996,1:57:00,Atlas IIA,10680000,TRUE
STS-80,NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/7/1996,11:49:00,Space Shuttle Columbia,16670000,TRUE
Hot Bird 2,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",11/21/1996,20:47:00,Atlas IIA,20280000,TRUE
"Arabsat-2B, Measat-2",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",11/13/1996,22:40:00,Ariane 44L,12160000,TRUE
HETE & SAC-B,Northrop,"Stargazer, Vandenberg AFB, California, USA",11/4/1996,17:08:00,Pegasus XL,23330000,FALSE
STS-79,NASA,"LC-39A, Kennedy Space Center, Florida, USA",9/16/1996,8:54:00,Space Shuttle Atlantis,5010000,TRUE
Echostar-2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",9/11/1996,0:00:00,Ariane 42P,22340000,TRUE
GE-1,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",9/8/1996,21:49:00,Atlas IIA,14380000,TRUE
FAST,Northrop,"Stargazer, Vandenberg AFB, California, USA",8/21/1996,9:47:00,Pegasus XL,22280000,TRUE
"Italsat F2, Telecom 2D",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",8/8/1996,22:49:00,Ariane 44L,21730000,TRUE
